GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (465),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
ncRNA processing (GO:0034470),432,24,9.75,+,2.46,1.20E-04,6.13E-03
organelle localization (GO:0051640),616,34,13.91,+,2.44,3.83E-06,3.22E-04
regulation of apoptotic signaling pathway (GO:2001233),347,19,7.83,+,2.43,8.10E-04,3.26E-02
heterocycle metabolic process (GO:0046483),2904,156,65.57,+,2.38,1.69E-25,4.44E-22
cellular aromatic compound metabolic process (GO:0006725),2948,156,66.56,+,2.34,7.95E-25,1.39E-21
regulation of intracellular transport (GO:0032386),361,19,8.15,+,2.33,1.05E-03,3.98E-02
ncRNA metabolic process (GO:0034660),517,27,11.67,+,2.31,9.01E-05,4.87E-03
negative regulation of gene expression (GO:0010629),964,50,21.77,+,2.3,1.24E-07,1.55E-05
regulation of cell cycle (GO:0051726),1196,62,27,+,2.3,3.74E-09,6.42E-07
endomembrane system organization (GO:0010256),488,25,11.02,+,2.27,3.24E-04,1.49E-02
regulation of cellular response to stress (GO:0080135),685,35,15.47,+,2.26,1.35E-05,9.35E-04
gene expression (GO:0010467),2186,111,49.36,+,2.25,8.89E-16,4.52E-13
protein localization to organelle (GO:0033365),791,40,17.86,+,2.24,4.87E-06,3.90E-04
organic cyclic compound metabolic process (GO:1901360),3190,161,72.02,+,2.24,1.54E-23,2.03E-20
negative regulation of cellular component organization (GO:0051129),718,36,16.21,+,2.22,1.96E-05,1.29E-03
cellular macromolecule biosynthetic process (GO:0034645),1655,82,37.37,+,2.19,3.80E-11,9.68E-09
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1514,75,34.18,+,2.19,3.60E-10,7.09E-08
response to radiation (GO:0009314),445,22,10.05,+,2.19,1.07E-03,4.05E-02
cell death (GO:0008219),1079,53,24.36,+,2.18,3.36E-07,3.74E-05
cellular nitrogen compound metabolic process (GO:0034641),3407,165,76.92,+,2.14,2.77E-22,3.36E-19
organelle organization (GO:0006996),3574,173,80.69,+,2.14,1.05E-23,1.65E-20
macromolecule biosynthetic process (GO:0009059),1696,82,38.29,+,2.14,1.77E-10,3.82E-08
regulation of organelle organization (GO:0033043),1188,57,26.82,+,2.13,2.26E-07,2.64E-05
programmed cell death (GO:0012501),1044,50,23.57,+,2.12,1.22E-06,1.26E-04
cellular response to stress (GO:0033554),1755,84,39.62,+,2.12,1.20E-10,2.77E-08
negative regulation of cell cycle (GO:0045786),569,27,12.85,+,2.1,5.22E-04,2.20E-02
negative regulation of RNA metabolic process (GO:0051253),1394,66,31.47,+,2.1,2.78E-08,3.84E-06
apoptotic process (GO:0006915),912,43,20.59,+,2.09,1.25E-05,8.77E-04
nucleobase-containing compound biosynthetic process (GO:0034654),1003,47,22.65,+,2.08,4.26E-06,3.50E-04
negative regulation of apoptotic process (GO:0043066),888,41,20.05,+,2.04,2.85E-05,1.78E-03
negative regulation of protein modification process (GO:0031400),549,25,12.4,+,2.02,1.29E-03,4.72E-02
negative regulation of programmed cell death (GO:0043069),907,41,20.48,+,2,5.68E-05,3.31E-03
cellular component biogenesis (GO:0044085),2701,122,60.98,+,2,1.01E-13,4.19E-11
intracellular transport (GO:0046907),1499,67,33.84,+,1.98,2.25E-07,2.65E-05
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1487,66,33.57,+,1.97,3.29E-07,3.68E-05
protein-containing complex subunit organization (GO:0043933),1581,70,35.7,+,1.96,1.13E-07,1.44E-05
negative regulation of macromolecule biosynthetic process (GO:0010558),1498,66,33.82,+,1.95,3.69E-07,4.07E-05
protein phosphorylation (GO:0006468),684,30,15.44,+,1.94,9.92E-04,3.80E-02
positive regulation of macromolecule biosynthetic process (GO:0010557),1853,81,41.84,+,1.94,2.04E-08,2.99E-06
heterocycle biosynthetic process (GO:0018130),1076,47,24.29,+,1.93,2.45E-05,1.57E-03
organelle assembly (GO:0070925),781,34,17.63,+,1.93,3.72E-04,1.64E-02
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1891,82,42.7,+,1.92,1.82E-08,2.71E-06
cellular protein localization (GO:0034613),1639,71,37.01,+,1.92,2.74E-07,3.18E-05
aromatic compound biosynthetic process (GO:0019438),1086,47,24.52,+,1.92,3.90E-05,2.35E-03
cellular macromolecule localization (GO:0070727),1645,71,37.14,+,1.91,2.87E-07,3.28E-05
protein localization (GO:0008104),2158,93,48.72,+,1.91,2.00E-09,3.67E-07
cellular protein-containing complex assembly (GO:0034622),859,37,19.39,+,1.91,2.66E-04,1.24E-02
"negative regulation of transcription, DNA-templated (GO:0045892)",1288,55,29.08,+,1.89,1.19E-05,8.52E-04
negative regulation of nucleic acid-templated transcription (GO:1903507),1290,55,29.13,+,1.89,1.21E-05,8.60E-04
protein-containing complex assembly (GO:0065003),1337,57,30.19,+,1.89,7.06E-06,5.35E-04
negative regulation of RNA biosynthetic process (GO:1902679),1292,55,29.17,+,1.89,1.23E-05,8.69E-04
positive regulation of RNA metabolic process (GO:0051254),1718,73,38.79,+,1.88,3.18E-07,3.58E-05
negative regulation of cellular biosynthetic process (GO:0031327),1556,66,35.13,+,1.88,1.48E-06,1.47E-04
positive regulation of transcription by RNA polymerase II (GO:0045944),1206,51,27.23,+,1.87,2.63E-05,1.66E-03
regulation of nucleobase-containing compound metabolic process (GO:0019219),4007,169,90.47,+,1.87,5.35E-17,3.84E-14
intracellular protein transport (GO:0006886),973,41,21.97,+,1.87,2.49E-04,1.18E-02
negative regulation of cell death (GO:0060548),998,42,22.53,+,1.86,1.92E-04,9.39E-03
macromolecule localization (GO:0033036),2550,107,57.57,+,1.86,4.57E-10,8.90E-08
negative regulation of biosynthetic process (GO:0009890),1588,66,35.85,+,1.84,2.89E-06,2.59E-04
establishment of localization in cell (GO:0051649),2365,98,53.4,+,1.84,5.27E-09,8.85E-07
positive regulation of cellular biosynthetic process (GO:0031328),1956,81,44.16,+,1.83,1.77E-07,2.13E-05
positive regulation of biosynthetic process (GO:0009891),1990,82,44.93,+,1.83,1.53E-07,1.86E-05
protein transport (GO:0015031),1463,60,33.03,+,1.82,1.15E-05,8.22E-04
negative regulation of nitrogen compound metabolic process (GO:0051172),2390,98,53.96,+,1.82,9.54E-09,1.46E-06
organic cyclic compound biosynthetic process (GO:1901362),1222,50,27.59,+,1.81,7.13E-05,4.02E-03
peptide transport (GO:0015833),1492,61,33.69,+,1.81,1.31E-05,9.15E-04
positive regulation of nucleic acid-templated transcription (GO:1903508),1622,66,36.62,+,1.8,5.57E-06,4.42E-04
"positive regulation of transcription, DNA-templated (GO:0045893)",1622,66,36.62,+,1.8,5.57E-06,4.40E-04
cellular component organization or biogenesis (GO:0071840),5999,244,135.45,+,1.8,2.82E-25,5.56E-22
positive regulation of RNA biosynthetic process (GO:1902680),1623,66,36.64,+,1.8,5.62E-06,4.41E-04
amide transport (GO:0042886),1526,62,34.45,+,1.8,1.10E-05,7.94E-04
cellular component assembly (GO:0022607),2438,99,55.05,+,1.8,1.28E-08,1.95E-06
cellular macromolecule catabolic process (GO:0044265),912,37,20.59,+,1.8,9.09E-04,3.54E-02
regulation of apoptotic process (GO:0042981),1479,60,33.39,+,1.8,1.84E-05,1.22E-03
regulation of RNA metabolic process (GO:0051252),3738,151,84.4,+,1.79,2.95E-13,1.14E-10
negative regulation of cellular metabolic process (GO:0031324),2580,104,58.25,+,1.79,8.16E-09,1.29E-06
cellular localization (GO:0051641),3003,121,67.8,+,1.78,2.21E-10,4.65E-08
regulation of cellular component organization (GO:0051128),2360,95,53.28,+,1.78,4.46E-08,6.01E-06
macromolecule catabolic process (GO:0009057),1046,42,23.62,+,1.78,4.25E-04,1.85E-02
negative regulation of macromolecule metabolic process (GO:0010605),2861,114,64.6,+,1.76,2.02E-09,3.66E-07
establishment of protein localization (GO:0045184),1558,62,35.18,+,1.76,2.03E-05,1.31E-03
regulation of programmed cell death (GO:0043067),1517,60,34.25,+,1.75,3.52E-05,2.13E-03
cellular nitrogen compound biosynthetic process (GO:0044271),1575,62,35.56,+,1.74,3.20E-05,1.97E-03
cellular macromolecule metabolic process (GO:0044260),4963,195,112.06,+,1.74,6.59E-17,4.33E-14
cellular component organization (GO:0016043),5775,226,130.39,+,1.73,2.25E-20,2.37E-17
regulation of cellular macromolecule biosynthetic process (GO:2000112),3913,153,88.35,+,1.73,2.02E-12,6.65E-10
positive regulation of macromolecule metabolic process (GO:0010604),3431,134,77.47,+,1.73,1.13E-10,2.70E-08
negative regulation of metabolic process (GO:0009892),3104,121,70.08,+,1.73,1.48E-09,2.77E-07
positive regulation of nitrogen compound metabolic process (GO:0051173),3058,119,69.04,+,1.72,2.56E-09,4.54E-07
regulation of macromolecule biosynthetic process (GO:0010556),3944,153,89.05,+,1.72,3.70E-12,1.12E-09
positive regulation of cellular metabolic process (GO:0031325),3238,125,73.11,+,1.71,1.26E-09,2.40E-07
macromolecule metabolic process (GO:0043170),6193,239,139.83,+,1.71,3.96E-21,4.46E-18
regulation of protein modification process (GO:0031399),1633,62,36.87,+,1.68,9.11E-05,4.90E-03
positive regulation of metabolic process (GO:0009893),3719,141,83.97,+,1.68,2.78E-10,5.62E-08
regulation of gene expression (GO:0010468),4872,182,110,+,1.65,2.30E-13,9.08E-11
regulation of cellular biosynthetic process (GO:0031326),4105,153,92.68,+,1.65,8.74E-11,2.15E-08
nitrogen compound transport (GO:0071705),1801,67,40.66,+,1.65,6.87E-05,3.90E-03
regulation of nitrogen compound metabolic process (GO:0051171),5688,211,128.43,+,1.64,8.72E-16,4.58E-13
regulation of biosynthetic process (GO:0009889),4189,155,94.58,+,1.64,1.19E-10,2.80E-08
regulation of cell death (GO:0010941),1652,61,37.3,+,1.64,2.04E-04,9.84E-03
negative regulation of cellular process (GO:0048523),4909,181,110.84,+,1.63,9.33E-13,3.13E-10
regulation of cellular metabolic process (GO:0031323),6106,224,137.86,+,1.62,1.68E-16,1.06E-13
"regulation of transcription, DNA-templated (GO:0006355)",3464,127,78.21,+,1.62,2.20E-08,3.19E-06
regulation of nucleic acid-templated transcription (GO:1903506),3465,127,78.23,+,1.62,2.22E-08,3.18E-06
regulation of RNA biosynthetic process (GO:2001141),3470,127,78.35,+,1.62,2.31E-08,3.28E-06
regulation of cellular protein metabolic process (GO:0032268),2437,89,55.02,+,1.62,6.70E-06,5.11E-04
regulation of macromolecule metabolic process (GO:0060255),6301,230,142.27,+,1.62,5.60E-17,3.84E-14
positive regulation of cellular protein metabolic process (GO:0032270),1456,53,32.87,+,1.61,7.33E-04,2.99E-02
positive regulation of molecular function (GO:0044093),1766,64,39.87,+,1.61,2.29E-04,1.09E-02
regulation of primary metabolic process (GO:0080090),5892,212,133.03,+,1.59,2.24E-14,1.01E-11
regulation of transcription by RNA polymerase II (GO:0006357),2586,93,58.39,+,1.59,8.01E-06,5.88E-04
nitrogen compound metabolic process (GO:0006807),6897,245,155.72,+,1.57,5.26E-17,3.95E-14
regulation of metabolic process (GO:0019222),6847,241,154.59,+,1.56,4.11E-16,2.49E-13
cellular biosynthetic process (GO:0044249),2709,95,61.16,+,1.55,1.67E-05,1.12E-03
regulation of protein metabolic process (GO:0051246),2595,91,58.59,+,1.55,2.99E-05,1.84E-03
negative regulation of biological process (GO:0048519),5541,192,125.11,+,1.53,4.34E-11,1.09E-08
biological process involved in interspecies interaction between organisms (GO:0044419),2118,73,47.82,+,1.53,3.80E-04,1.68E-02
primary metabolic process (GO:0044238),7363,253,166.24,+,1.52,5.86E-16,3.30E-13
organic substance biosynthetic process (GO:1901576),2804,96,63.31,+,1.52,4.02E-05,2.42E-03
organic substance transport (GO:0071702),2170,74,48.99,+,1.51,4.42E-04,1.91E-02
cellular metabolic process (GO:0044237),7570,258,170.92,+,1.51,5.74E-16,3.36E-13
biosynthetic process (GO:0009058),2861,96,64.6,+,1.49,8.36E-05,4.53E-03
anion transport (GO:0006820),2287,76,51.64,+,1.47,7.84E-04,3.18E-02
response to stress (GO:0006950),3634,120,82.05,+,1.46,1.62E-05,1.10E-03
positive regulation of cellular process (GO:0048522),5656,186,127.7,+,1.46,9.09E-09,1.42E-06
organic substance metabolic process (GO:0071704),7878,256,177.87,+,1.44,4.57E-13,1.72E-10
macromolecule modification (GO:0043412),3240,105,73.15,+,1.44,1.44E-04,7.18E-03
cellular protein modification process (GO:0006464),3019,97,68.16,+,1.42,3.49E-04,1.56E-02
protein modification process (GO:0036211),3019,97,68.16,+,1.42,3.49E-04,1.55E-02
cellular protein metabolic process (GO:0044267),3643,116,82.25,+,1.41,1.08E-04,5.53E-03
metabolic process (GO:0008152),8333,264,188.14,+,1.4,3.04E-12,9.79E-10
positive regulation of biological process (GO:0048518),6244,195,140.98,+,1.38,1.81E-07,2.17E-05
localization (GO:0051179),5807,167,131.11,+,1.27,3.91E-04,1.71E-02
regulation of cellular process (GO:0050794),11302,322,255.18,+,1.26,5.05E-10,9.72E-08
developmental process (GO:0032502),5729,162,129.35,+,1.25,1.17E-03,4.33E-02
regulation of biological process (GO:0050789),11856,331,267.69,+,1.24,2.37E-09,4.24E-07
biological regulation (GO:0065007),12571,342,283.83,+,1.2,2.60E-08,3.66E-06
cellular process (GO:0009987),15487,414,349.67,+,1.18,1.45E-13,5.87E-11
biological_process (GO:0008150),17850,442,403.02,+,1.1,5.59E-09,9.19E-07
system process (GO:0003008),2040,22,46.06,-,0.48,7.19E-05,4.02E-03
transmembrane transport (GO:0055085),1292,12,29.17,-,0.41,4.20E-04,1.83E-02
Unclassified (UNCLASSIFIED),2745,23,61.98,-,0.37,5.59E-09,9.28E-07
nervous system process (GO:0050877),1380,11,31.16,-,0.35,4.15E-05,2.49E-03
sensory perception (GO:0007600),973,6,21.97,-,0.27,1.22E-04,6.17E-03
G protein-coupled receptor signaling pathway (GO:0007186),1329,7,30.01,-,0.23,6.38E-07,6.80E-05
chemotaxis (GO:0006935),546,2,12.33,-,0.16,9.36E-04,3.64E-02
taxis (GO:0042330),549,2,12.4,-,0.16,6.22E-04,2.58E-02
sensory perception of chemical stimulus (GO:0007606),542,1,12.24,-,0.08,1.46E-04,7.26E-03
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,9.96,-, < 0.01,9.92E-05,5.25E-03
detection of chemical stimulus involved in sensory perception (GO:0050907),486,0,10.97,-, < 0.01,2.93E-05,1.82E-03
detection of stimulus involved in sensory perception (GO:0050906),554,0,12.51,-, < 0.01,5.99E-06,4.63E-04
detection of chemical stimulus (GO:0009593),522,0,11.79,-, < 0.01,1.33E-05,9.26E-04
sensory perception of smell (GO:0007608),468,0,10.57,-, < 0.01,4.35E-05,2.58E-03
