GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (699),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
cell division (GO:0051301),492,34,16.7,+,2.04,1.71E-04,8.16E-03
negative regulation of macromolecule biosynthetic process (GO:0010558),1498,103,50.84,+,2.03,4.05E-11,7.70E-09
gene expression (GO:0010467),2186,150,74.19,+,2.02,3.72E-16,2.35E-13
nucleobase-containing compound metabolic process (GO:0006139),2719,186,92.28,+,2.02,2.42E-20,6.37E-17
"negative regulation of transcription, DNA-templated (GO:0045892)",1288,88,43.72,+,2.01,1.59E-09,2.34E-07
negative regulation of phosphate metabolic process (GO:0045936),513,35,17.41,+,2.01,2.10E-04,9.73E-03
negative regulation of nucleic acid-templated transcription (GO:1903507),1290,88,43.78,+,2.01,1.66E-09,2.43E-07
negative regulation of RNA biosynthetic process (GO:1902679),1292,88,43.85,+,2.01,1.74E-09,2.52E-07
negative regulation of phosphorus metabolic process (GO:0010563),514,35,17.45,+,2.01,2.14E-04,9.87E-03
negative regulation of RNA metabolic process (GO:0051253),1394,94,47.31,+,1.99,8.79E-10,1.36E-07
peptidyl-amino acid modification (GO:0018193),875,59,29.7,+,1.99,1.85E-06,1.61E-04
negative regulation of gene expression (GO:0010629),964,65,32.72,+,1.99,5.48E-07,5.40E-05
positive regulation of transcription by RNA polymerase II (GO:0045944),1206,81,40.93,+,1.98,1.62E-08,2.10E-06
regulation of cell growth (GO:0001558),417,28,14.15,+,1.98,1.06E-03,3.82E-02
cellular component biogenesis (GO:0044085),2701,181,91.67,+,1.97,7.89E-19,1.38E-15
positive regulation of macromolecule biosynthetic process (GO:0010557),1853,124,62.89,+,1.97,1.55E-12,3.82E-10
negative regulation of cellular component organization (GO:0051129),718,48,24.37,+,1.97,1.84E-05,1.14E-03
regulation of mitotic cell cycle (GO:0007346),588,39,19.96,+,1.95,1.43E-04,7.01E-03
negative regulation of cellular biosynthetic process (GO:0031327),1556,103,52.81,+,1.95,2.56E-10,4.30E-08
regulation of cellular component biogenesis (GO:0044087),967,64,32.82,+,1.95,9.67E-07,9.08E-05
regulation of cell cycle process (GO:0010564),772,51,26.2,+,1.95,1.41E-05,8.98E-04
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1514,100,51.39,+,1.95,6.02E-10,9.50E-08
positive regulation of anion transport (GO:1903793),502,33,17.04,+,1.94,5.13E-04,2.10E-02
negative regulation of transcription by RNA polymerase II (GO:0000122),902,59,30.61,+,1.93,4.20E-06,3.13E-04
heterocycle metabolic process (GO:0046483),2904,189,98.56,+,1.92,1.96E-18,2.21E-15
protein transport (GO:0015031),1463,95,49.65,+,1.91,3.62E-09,5.15E-07
regulation of cell cycle phase transition (GO:1901987),462,30,15.68,+,1.91,1.19E-03,4.21E-02
negative regulation of biosynthetic process (GO:0009890),1588,103,53.9,+,1.91,8.84E-10,1.35E-07
regulation of protein localization (GO:0032880),899,58,30.51,+,1.9,6.74E-06,4.58E-04
positive regulation of cellular biosynthetic process (GO:0031328),1956,126,66.39,+,1.9,9.18E-12,1.93E-09
regulation of cell cycle (GO:0051726),1196,77,40.59,+,1.9,2.25E-07,2.47E-05
positive regulation of biosynthetic process (GO:0009891),1990,128,67.54,+,1.9,7.85E-12,1.70E-09
protein modification by small protein conjugation or removal (GO:0070647),1031,66,34.99,+,1.89,2.01E-06,1.70E-04
cellular response to stress (GO:0033554),1755,112,59.57,+,1.88,3.61E-10,5.88E-08
peptide transport (GO:0015833),1492,95,50.64,+,1.88,1.13E-08,1.48E-06
establishment of protein localization (GO:0045184),1558,99,52.88,+,1.87,5.99E-09,8.29E-07
cellular aromatic compound metabolic process (GO:0006725),2948,187,100.06,+,1.87,5.55E-17,4.17E-14
regulation of establishment of protein localization (GO:0070201),592,37,20.09,+,1.84,5.99E-04,2.41E-02
amide transport (GO:0042886),1526,95,51.79,+,1.83,2.65E-08,3.37E-06
regulation of protein transport (GO:0051223),567,35,19.24,+,1.82,1.06E-03,3.82E-02
intracellular protein transport (GO:0006886),973,60,33.02,+,1.82,2.09E-05,1.28E-03
chordate embryonic development (GO:0043009),601,37,20.4,+,1.81,9.32E-04,3.48E-02
negative regulation of cellular metabolic process (GO:0031324),2580,158,87.57,+,1.8,5.54E-13,1.65E-10
protein localization (GO:0008104),2158,132,73.24,+,1.8,9.90E-11,1.77E-08
organic cyclic compound metabolic process (GO:1901360),3190,195,108.27,+,1.8,3.49E-16,2.30E-13
negative regulation of nitrogen compound metabolic process (GO:0051172),2390,146,81.12,+,1.8,7.41E-12,1.62E-09
intracellular signal transduction (GO:0035556),1575,96,53.46,+,1.8,6.14E-08,7.33E-06
negative regulation of macromolecule metabolic process (GO:0010605),2861,171,97.1,+,1.76,3.07E-13,9.33E-11
cellular component organization (GO:0016043),5775,344,196.01,+,1.76,4.33E-31,2.28E-27
cellular component organization or biogenesis (GO:0071840),5999,355,203.61,+,1.74,5.57E-32,4.40E-28
positive regulation of cellular component organization (GO:0051130),1135,67,38.52,+,1.74,2.60E-05,1.57E-03
cellular nitrogen compound metabolic process (GO:0034641),3407,201,115.63,+,1.74,3.18E-15,1.62E-12
regulation of cellular component organization (GO:0051128),2360,139,80.1,+,1.74,3.45E-10,5.66E-08
regulation of nucleobase-containing compound metabolic process (GO:0019219),4007,235,136,+,1.73,6.13E-18,5.37E-15
protein phosphorylation (GO:0006468),684,40,23.22,+,1.72,1.34E-03,4.69E-02
regulation of transcription by RNA polymerase II (GO:0006357),2586,151,87.77,+,1.72,8.02E-11,1.47E-08
macromolecule localization (GO:0033036),2550,148,86.55,+,1.71,1.98E-10,3.39E-08
negative regulation of metabolic process (GO:0009892),3104,180,105.35,+,1.71,8.30E-13,2.18E-10
regulation of RNA metabolic process (GO:0051252),3738,216,126.87,+,1.7,1.27E-15,7.71E-13
establishment of localization in cell (GO:0051649),2365,136,80.27,+,1.69,2.41E-09,3.45E-07
protein modification by small protein conjugation (GO:0032446),821,47,27.86,+,1.69,8.54E-04,3.28E-02
positive regulation of nitrogen compound metabolic process (GO:0051173),3058,175,103.79,+,1.69,6.30E-12,1.40E-09
nitrogen compound transport (GO:0071705),1801,103,61.13,+,1.69,3.62E-07,3.69E-05
positive regulation of macromolecule metabolic process (GO:0010604),3431,196,116.45,+,1.68,1.54E-13,5.08E-11
positive regulation of gene expression (GO:0010628),1072,61,36.38,+,1.68,1.47E-04,7.19E-03
regulation of cellular macromolecule biosynthetic process (GO:2000112),3913,222,132.81,+,1.67,2.75E-15,1.50E-12
regulation of hydrolase activity (GO:0051336),1308,74,44.39,+,1.67,3.11E-05,1.83E-03
regulation of macromolecule biosynthetic process (GO:0010556),3944,223,133.86,+,1.67,3.32E-15,1.64E-12
positive regulation of cellular metabolic process (GO:0031325),3238,183,109.9,+,1.67,4.36E-12,9.82E-10
cellular macromolecule catabolic process (GO:0044265),912,51,30.95,+,1.65,7.97E-04,3.08E-02
negative regulation of cellular protein metabolic process (GO:0032269),984,55,33.4,+,1.65,4.67E-04,1.92E-02
regulation of gene expression (GO:0010468),4872,272,165.36,+,1.64,1.27E-18,1.54E-15
regulation of anion transport (GO:0044070),860,48,29.19,+,1.64,1.14E-03,4.04E-02
positive regulation of metabolic process (GO:0009893),3719,206,126.22,+,1.63,5.76E-13,1.68E-10
cellular localization (GO:0051641),3003,166,101.92,+,1.63,3.73E-10,6.00E-08
cellular protein localization (GO:0034613),1639,90,55.63,+,1.62,1.14E-05,7.38E-04
"regulation of transcription, DNA-templated (GO:0006355)",3464,190,117.57,+,1.62,1.64E-11,3.37E-09
regulation of nucleic acid-templated transcription (GO:1903506),3465,190,117.6,+,1.62,1.66E-11,3.36E-09
regulation of cellular biosynthetic process (GO:0031326),4105,225,139.32,+,1.61,7.76E-14,2.85E-11
regulation of RNA biosynthetic process (GO:2001141),3470,190,117.77,+,1.61,2.36E-11,4.59E-09
cellular macromolecule localization (GO:0070727),1645,90,55.83,+,1.61,1.58E-05,9.90E-04
regulation of biosynthetic process (GO:0009889),4189,228,142.18,+,1.6,8.54E-14,2.99E-11
cellular macromolecule biosynthetic process (GO:0034645),1655,90,56.17,+,1.6,1.69E-05,1.06E-03
negative regulation of protein metabolic process (GO:0051248),1056,57,35.84,+,1.59,9.51E-04,3.52E-02
regulation of nitrogen compound metabolic process (GO:0051171),5688,304,193.05,+,1.57,1.23E-18,1.62E-15
regulation of cellular metabolic process (GO:0031323),6106,326,207.24,+,1.57,1.83E-20,5.76E-17
macromolecule biosynthetic process (GO:0009059),1696,90,57.56,+,1.56,3.95E-05,2.23E-03
organic substance transport (GO:0071702),2170,115,73.65,+,1.56,2.80E-06,2.26E-04
regulation of macromolecule metabolic process (GO:0060255),6301,333,213.86,+,1.56,2.59E-20,5.83E-17
cellular macromolecule metabolic process (GO:0044260),4963,261,168.45,+,1.55,1.91E-14,8.61E-12
regulation of cellular protein metabolic process (GO:0032268),2437,127,82.71,+,1.54,1.99E-06,1.70E-04
regulation of primary metabolic process (GO:0080090),5892,307,199.98,+,1.54,3.83E-17,3.18E-14
macromolecule metabolic process (GO:0043170),6193,322,210.19,+,1.53,2.78E-18,2.92E-15
negative regulation of cellular process (GO:0048523),4909,255,166.61,+,1.53,2.38E-13,7.36E-11
anion transport (GO:0006820),2287,118,77.62,+,1.52,8.22E-06,5.47E-04
regulation of phosphate metabolic process (GO:0019220),1611,83,54.68,+,1.52,2.69E-04,1.20E-02
regulation of phosphorus metabolic process (GO:0051174),1611,83,54.68,+,1.52,2.69E-04,1.20E-02
cell development (GO:0048468),1615,83,54.81,+,1.51,2.73E-04,1.21E-02
regulation of metabolic process (GO:0019222),6847,351,232.39,+,1.51,1.16E-19,2.29E-16
positive regulation of molecular function (GO:0044093),1766,90,59.94,+,1.5,1.67E-04,8.05E-03
positive regulation of catalytic activity (GO:0043085),1415,72,48.03,+,1.5,8.66E-04,3.31E-02
vesicle-mediated transport (GO:0016192),1958,99,66.46,+,1.49,1.14E-04,5.77E-03
regulation of protein metabolic process (GO:0051246),2595,130,88.08,+,1.48,8.63E-06,5.70E-04
regulation of catalytic activity (GO:0050790),2516,125,85.39,+,1.46,1.94E-05,1.19E-03
negative regulation of biological process (GO:0048519),5541,275,188.06,+,1.46,2.67E-12,6.19E-10
regulation of developmental process (GO:0050793),2441,121,82.85,+,1.46,3.27E-05,1.89E-03
macromolecule modification (GO:0043412),3240,160,109.97,+,1.45,1.23E-06,1.12E-04
cellular protein modification process (GO:0006464),3019,149,102.47,+,1.45,3.95E-06,2.99E-04
protein modification process (GO:0036211),3019,149,102.47,+,1.45,3.95E-06,2.98E-04
positive regulation of cellular process (GO:0048522),5656,276,191.97,+,1.44,1.67E-11,3.34E-09
cellular developmental process (GO:0048869),3562,173,120.9,+,1.43,1.09E-06,1.02E-04
cell differentiation (GO:0030154),3509,169,119.1,+,1.42,2.62E-06,2.14E-04
cellular protein metabolic process (GO:0044267),3643,175,123.64,+,1.42,1.76E-06,1.53E-04
regulation of molecular function (GO:0065009),3178,152,107.86,+,1.41,1.67E-05,1.05E-03
positive regulation of biological process (GO:0048518),6244,298,211.92,+,1.41,1.50E-11,3.12E-09
nitrogen compound metabolic process (GO:0006807),6897,328,234.09,+,1.4,6.33E-13,1.82E-10
biological process involved in interspecies interaction between organisms (GO:0044419),2118,100,71.89,+,1.39,1.03E-03,3.74E-02
cellular metabolic process (GO:0044237),7570,357,256.93,+,1.39,3.86E-14,1.60E-11
primary metabolic process (GO:0044238),7363,340,249.9,+,1.36,7.93E-12,1.69E-09
response to stress (GO:0006950),3634,167,123.34,+,1.35,4.51E-05,2.49E-03
developmental process (GO:0032502),5729,263,194.44,+,1.35,3.89E-08,4.79E-06
system development (GO:0048731),4279,191,145.23,+,1.32,4.74E-05,2.61E-03
regulation of signal transduction (GO:0009966),3047,136,103.42,+,1.32,9.82E-04,3.63E-02
anatomical structure development (GO:0048856),5266,235,178.73,+,1.31,3.06E-06,2.43E-04
organic substance metabolic process (GO:0071704),7878,350,267.38,+,1.31,4.80E-10,7.65E-08
metabolic process (GO:0008152),8333,368,282.82,+,1.3,1.94E-10,3.37E-08
multicellular organism development (GO:0007275),4877,215,165.53,+,1.3,2.65E-05,1.60E-03
regulation of response to stimulus (GO:0048583),4240,186,143.91,+,1.29,1.76E-04,8.36E-03
protein metabolic process (GO:0019538),4218,184,143.16,+,1.29,2.51E-04,1.13E-02
localization (GO:0051179),5807,251,197.09,+,1.27,1.33E-05,8.52E-04
establishment of localization (GO:0051234),4653,200,157.92,+,1.27,2.85E-04,1.25E-02
regulation of cellular process (GO:0050794),11302,483,383.59,+,1.26,4.43E-14,1.79E-11
regulation of biological process (GO:0050789),11856,506,402.4,+,1.26,1.63E-15,9.54E-13
transport (GO:0006810),4501,191,152.77,+,1.25,8.21E-04,3.16E-02
biological regulation (GO:0065007),12571,524,426.66,+,1.23,2.24E-14,9.80E-12
cellular process (GO:0009987),15487,619,525.63,+,1.18,3.49E-18,3.24E-15
biological_process (GO:0008150),17850,664,605.83,+,1.1,1.22E-12,3.11E-10
small molecule metabolic process (GO:0044281),1623,31,55.09,-,0.56,4.14E-04,1.75E-02
nervous system process (GO:0050877),1380,25,46.84,-,0.53,6.11E-04,2.45E-02
carbohydrate derivative metabolic process (GO:1901135),1006,15,34.14,-,0.44,4.02E-04,1.70E-02
carboxylic acid metabolic process (GO:0019752),828,12,28.1,-,0.43,1.02E-03,3.73E-02
oxoacid metabolic process (GO:0043436),861,12,29.22,-,0.41,4.50E-04,1.88E-02
organic acid metabolic process (GO:0006082),894,12,30.34,-,0.4,2.60E-04,1.17E-02
cation transport (GO:0006812),826,11,28.03,-,0.39,4.72E-04,1.93E-02
Unclassified (UNCLASSIFIED),2745,35,93.17,-,0.38,1.22E-12,3.06E-10
transmembrane transport (GO:0055085),1292,15,43.85,-,0.34,7.64E-07,7.39E-05
sensory perception (GO:0007600),973,10,33.02,-,0.3,5.39E-06,3.82E-04
inorganic ion transmembrane transport (GO:0098660),664,6,22.54,-,0.27,9.14E-05,4.76E-03
ion transmembrane transport (GO:0034220),1051,9,35.67,-,0.25,1.92E-07,2.14E-05
inorganic cation transmembrane transport (GO:0098662),572,4,19.41,-,0.21,6.80E-05,3.62E-03
detection of stimulus (GO:0051606),718,5,24.37,-,0.21,5.58E-06,3.92E-04
G protein-coupled receptor signaling pathway (GO:0007186),1329,9,45.11,-,0.2,1.02E-10,1.81E-08
cation transmembrane transport (GO:0098655),637,4,21.62,-,0.19,8.22E-06,5.45E-04
humoral immune response (GO:0006959),386,2,13.1,-,0.15,4.38E-04,1.84E-02
sensory perception of chemical stimulus (GO:0007606),542,2,18.4,-,0.11,3.97E-06,2.98E-04
sensory perception of smell (GO:0007608),468,1,15.88,-,0.06,4.69E-06,3.44E-04
detection of chemical stimulus involved in sensory perception (GO:0050907),486,1,16.49,-,0.06,2.13E-06,1.80E-04
detection of chemical stimulus (GO:0009593),522,1,17.72,-,0.06,6.78E-07,6.64E-05
detection of stimulus involved in sensory perception (GO:0050906),554,1,18.8,-,0.05,3.36E-07,3.49E-05
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,14.97,-, < 0.01,5.46E-07,5.42E-05
organic acid catabolic process (GO:0016054),240,0,8.15,-, < 0.01,7.01E-04,2.75E-02
carboxylic acid catabolic process (GO:0046395),224,0,7.6,-, < 0.01,9.97E-04,3.68E-02
