GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (1189),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
cellular response to environmental stimulus (GO:0104004),315,40,18.19,+,2.2,1.51E-05,7.74E-04
peptidyl-serine phosphorylation (GO:0018105),182,23,10.51,+,2.19,9.75E-04,2.96E-02
protein deubiquitination (GO:0016579),278,35,16.05,+,2.18,7.25E-05,3.09E-03
regulation of cellular protein localization (GO:1903827),564,71,32.56,+,2.18,1.24E-08,1.09E-06
positive regulation of cellular amide metabolic process (GO:0034250),167,21,9.64,+,2.18,1.78E-03,4.83E-02
regulation of organelle assembly (GO:1902115),191,24,11.03,+,2.18,7.88E-04,2.45E-02
transcription by RNA polymerase II (GO:0006366),406,51,23.44,+,2.18,1.18E-06,7.69E-05
regulation of small GTPase mediated signal transduction (GO:0051056),327,41,18.88,+,2.17,1.39E-05,7.22E-04
regulation of cellular amide metabolic process (GO:0034248),432,54,24.94,+,2.17,7.79E-07,5.21E-05
regulation of protein polymerization (GO:0032271),232,29,13.39,+,2.17,2.81E-04,1.00E-02
regulation of mRNA stability (GO:0043488),192,24,11.08,+,2.17,1.24E-03,3.60E-02
negative regulation of RNA metabolic process (GO:0051253),1394,173,80.48,+,2.15,1.37E-19,4.50E-17
regulation of RNA stability (GO:0043487),202,25,11.66,+,2.14,9.60E-04,2.92E-02
organelle localization (GO:0051640),616,76,35.56,+,2.14,6.59E-09,6.01E-07
methylation (GO:0032259),308,38,17.78,+,2.14,3.94E-05,1.80E-03
nuclear chromosome segregation (GO:0098813),227,28,13.11,+,2.14,4.24E-04,1.42E-02
nucleobase-containing compound metabolic process (GO:0006139),2719,335,156.97,+,2.13,3.43E-39,1.80E-35
negative regulation of cell cycle process (GO:0010948),335,41,19.34,+,2.12,2.69E-05,1.28E-03
regulation of organelle organization (GO:0033043),1188,145,68.59,+,2.11,8.53E-16,1.95E-13
protein modification by small protein removal (GO:0070646),295,36,17.03,+,2.11,7.73E-05,3.28E-03
regulation of Ras protein signal transduction (GO:0046578),198,24,11.43,+,2.1,1.47E-03,4.18E-02
positive regulation of GTPase activity (GO:0043547),413,50,23.84,+,2.1,4.01E-06,2.38E-04
regulation of DNA metabolic process (GO:0051052),373,45,21.53,+,2.09,1.60E-05,8.14E-04
cell cycle process (GO:0022402),1070,129,61.77,+,2.09,9.30E-14,1.59E-11
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1514,182,87.41,+,2.08,3.50E-19,1.13E-16
response to virus (GO:0009615),308,37,17.78,+,2.08,9.97E-05,4.09E-03
regulation of supramolecular fiber organization (GO:1902903),375,45,21.65,+,2.08,1.70E-05,8.57E-04
microtubule-based process (GO:0007017),803,96,46.36,+,2.07,2.58E-10,2.86E-08
regulation of cell cycle process (GO:0010564),772,92,44.57,+,2.06,8.48E-10,8.69E-08
regulation of microtubule-based process (GO:0032886),235,28,13.57,+,2.06,8.39E-04,2.61E-02
rhythmic process (GO:0048511),269,32,15.53,+,2.06,2.95E-04,1.05E-02
positive regulation of intracellular transport (GO:0032388),227,27,13.11,+,2.06,1.13E-03,3.34E-02
regulation of cell cycle G2/M phase transition (GO:1902749),219,26,12.64,+,2.06,1.53E-03,4.28E-02
regulation of GTPase activity (GO:0043087),490,58,28.29,+,2.05,1.37E-06,8.88E-05
regulation of cell cycle (GO:0051726),1196,141,69.05,+,2.04,2.31E-14,4.39E-12
gene expression (GO:0010467),2186,257,126.2,+,2.04,2.25E-26,1.69E-23
"negative regulation of transcription, DNA-templated (GO:0045892)",1288,151,74.36,+,2.03,3.74E-15,7.97E-13
negative regulation of nucleic acid-templated transcription (GO:1903507),1290,151,74.47,+,2.03,4.04E-15,8.49E-13
positive regulation of organelle organization (GO:0010638),590,69,34.06,+,2.03,1.96E-07,1.46E-05
regulation of cell cycle phase transition (GO:1901987),462,54,26.67,+,2.02,4.73E-06,2.78E-04
negative regulation of RNA biosynthetic process (GO:1902679),1292,151,74.59,+,2.02,4.39E-15,8.98E-13
endomembrane system organization (GO:0010256),488,57,28.17,+,2.02,3.25E-06,1.98E-04
regulation of cellular response to stress (GO:0080135),685,80,39.55,+,2.02,2.28E-08,1.95E-06
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1487,173,85.85,+,2.02,4.90E-17,1.23E-14
regulation of intracellular protein transport (GO:0033157),258,30,14.89,+,2.01,9.04E-04,2.79E-02
response to endoplasmic reticulum stress (GO:0034976),258,30,14.89,+,2.01,9.04E-04,2.79E-02
negative regulation of cell cycle phase transition (GO:1901988),241,28,13.91,+,2.01,1.02E-03,3.07E-02
negative regulation of macromolecule biosynthetic process (GO:0010558),1498,174,86.48,+,2.01,4.13E-17,1.09E-14
heterocycle metabolic process (GO:0046483),2904,337,167.66,+,2.01,9.69E-35,3.06E-31
protein-DNA complex subunit organization (GO:0071824),294,34,16.97,+,2,3.24E-04,1.13E-02
regulation of cytoskeleton organization (GO:0051493),519,60,29.96,+,2,1.74E-06,1.10E-04
negative regulation of cellular component organization (GO:0051129),718,83,41.45,+,2,1.86E-08,1.61E-06
regulation of mitotic cell cycle phase transition (GO:1901990),424,49,24.48,+,2,2.05E-05,9.99E-04
myeloid cell differentiation (GO:0030099),225,26,12.99,+,2,1.78E-03,4.83E-02
intracellular transport (GO:0046907),1499,173,86.54,+,2,1.02E-16,2.48E-14
negative regulation of catabolic process (GO:0009895),313,36,18.07,+,1.99,2.94E-04,1.04E-02
positive regulation of cell cycle process (GO:0090068),296,34,17.09,+,1.99,3.50E-04,1.21E-02
cellular aromatic compound metabolic process (GO:0006725),2948,338,170.2,+,1.99,7.04E-34,1.59E-30
small GTPase mediated signal transduction (GO:0007264),262,30,15.13,+,1.98,9.85E-04,2.98E-02
ribosome biogenesis (GO:0042254),332,38,19.17,+,1.98,1.83E-04,6.89E-03
response to insulin (GO:0032868),237,27,13.68,+,1.97,1.56E-03,4.34E-02
organelle organization (GO:0006996),3574,407,206.34,+,1.97,1.01E-41,7.93E-38
response to radiation (GO:0009314),445,50,25.69,+,1.95,3.18E-05,1.48E-03
regulation of protein-containing complex assembly (GO:0043254),454,51,26.21,+,1.95,2.47E-05,1.19E-03
mitotic cell cycle phase transition (GO:0044772),285,32,16.45,+,1.94,1.01E-03,3.06E-02
regulation of hemopoiesis (GO:1903706),393,44,22.69,+,1.94,1.03E-04,4.16E-03
negative regulation of cellular biosynthetic process (GO:0031327),1556,174,89.83,+,1.94,1.30E-15,2.86E-13
rRNA processing (GO:0006364),260,29,15.01,+,1.93,1.55E-03,4.31E-02
negative regulation of biosynthetic process (GO:0009890),1588,177,91.68,+,1.93,9.59E-16,2.16E-13
regulation of intracellular transport (GO:0032386),361,40,20.84,+,1.92,2.21E-04,8.00E-03
negative regulation of transcription by RNA polymerase II (GO:0000122),902,99,52.07,+,1.9,8.25E-09,7.44E-07
nucleobase-containing compound biosynthetic process (GO:0034654),1003,110,57.91,+,1.9,1.10E-09,1.12E-07
organic cyclic compound metabolic process (GO:1901360),3190,349,184.17,+,1.9,2.06E-31,2.96E-28
cellular response to stress (GO:0033554),1755,192,101.32,+,1.89,2.32E-16,5.54E-14
cell cycle phase transition (GO:0044770),293,32,16.92,+,1.89,1.23E-03,3.59E-02
negative regulation of cell cycle (GO:0045786),569,62,32.85,+,1.89,7.13E-06,4.06E-04
supramolecular fiber organization (GO:0097435),597,65,34.47,+,1.89,4.86E-06,2.84E-04
regulation of mitotic cell cycle (GO:0007346),588,64,33.95,+,1.89,6.25E-06,3.57E-04
ubiquitin-dependent protein catabolic process (GO:0006511),533,58,30.77,+,1.88,1.92E-05,9.47E-04
apoptotic process (GO:0006915),912,98,52.65,+,1.86,2.39E-08,2.03E-06
positive regulation of cell cycle (GO:0045787),391,42,22.57,+,1.86,3.58E-04,1.23E-02
modification-dependent protein catabolic process (GO:0019941),540,58,31.18,+,1.86,2.21E-05,1.07E-03
modification-dependent macromolecule catabolic process (GO:0043632),551,59,31.81,+,1.85,1.86E-05,9.20E-04
negative regulation of nitrogen compound metabolic process (GO:0051172),2390,255,137.98,+,1.85,1.49E-20,5.46E-18
cell death (GO:0008219),1079,115,62.29,+,1.85,2.49E-09,2.41E-07
regulation of cellular localization (GO:0060341),836,89,48.26,+,1.84,1.72E-07,1.29E-05
regulation of actin filament-based process (GO:0032970),396,42,22.86,+,1.84,3.98E-04,1.35E-02
regulation of autophagy (GO:0010506),331,35,19.11,+,1.83,1.52E-03,4.26E-02
negative regulation of protein modification process (GO:0031400),549,58,31.7,+,1.83,3.76E-05,1.72E-03
regulation of cellular component biogenesis (GO:0044087),967,102,55.83,+,1.83,3.56E-08,2.99E-06
cellular nitrogen compound metabolic process (GO:0034641),3407,359,196.69,+,1.83,1.81E-29,2.04E-26
programmed cell death (GO:0012501),1044,110,60.27,+,1.83,1.07E-08,9.54E-07
negative regulation of gene expression (GO:0010629),964,101,55.65,+,1.81,5.13E-08,4.13E-06
positive regulation of cellular component biogenesis (GO:0044089),527,55,30.43,+,1.81,8.65E-05,3.60E-03
positive regulation of establishment of protein localization (GO:1904951),345,36,19.92,+,1.81,1.32E-03,3.79E-02
in utero embryonic development (GO:0001701),355,37,20.5,+,1.81,1.49E-03,4.21E-02
positive regulation of RNA metabolic process (GO:0051254),1718,179,99.18,+,1.8,1.72E-13,2.89E-11
negative regulation of macromolecule metabolic process (GO:0010605),2861,297,165.17,+,1.8,1.00E-22,4.64E-20
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1891,196,109.17,+,1.8,1.61E-14,3.17E-12
negative regulation of cellular metabolic process (GO:0031324),2580,267,148.95,+,1.79,4.86E-20,1.67E-17
heterocycle biosynthetic process (GO:0018130),1076,111,62.12,+,1.79,2.51E-08,2.12E-06
regulation of cellular catabolic process (GO:0031329),855,88,49.36,+,1.78,7.51E-07,5.04E-05
regulation of catabolic process (GO:0009894),1021,105,58.94,+,1.78,7.78E-08,6.10E-06
aromatic compound biosynthetic process (GO:0019438),1086,111,62.7,+,1.77,4.19E-08,3.46E-06
immune system development (GO:0002520),656,67,37.87,+,1.77,2.64E-05,1.27E-03
ncRNA processing (GO:0034470),432,44,24.94,+,1.76,6.80E-04,2.17E-02
regulation of DNA-binding transcription factor activity (GO:0051090),433,44,25,+,1.76,6.93E-04,2.20E-02
regulation of protein localization (GO:0032880),899,91,51.9,+,1.75,9.38E-07,6.11E-05
intracellular protein transport (GO:0006886),973,98,56.17,+,1.74,5.45E-07,3.72E-05
protein transport (GO:0015031),1463,147,84.46,+,1.74,5.26E-10,5.57E-08
positive regulation of macromolecule biosynthetic process (GO:0010557),1853,186,106.98,+,1.74,1.45E-12,2.12E-10
protein modification by small protein conjugation or removal (GO:0070647),1031,103,59.52,+,1.73,3.81E-07,2.72E-05
positive regulation of nucleic acid-templated transcription (GO:1903508),1622,162,93.64,+,1.73,6.82E-11,8.22E-09
"positive regulation of transcription, DNA-templated (GO:0045893)",1622,162,93.64,+,1.73,6.82E-11,8.16E-09
positive regulation of RNA biosynthetic process (GO:1902680),1623,162,93.7,+,1.73,6.97E-11,8.27E-09
regulation of cellular component organization (GO:0051128),2360,235,136.25,+,1.72,1.32E-15,2.85E-13
establishment of protein localization (GO:0045184),1558,155,89.95,+,1.72,2.72E-10,2.98E-08
protein phosphorylation (GO:0006468),684,68,39.49,+,1.72,4.02E-05,1.83E-03
peptide transport (GO:0015833),1492,148,86.14,+,1.72,7.86E-10,8.15E-08
protein localization (GO:0008104),2158,214,124.59,+,1.72,4.95E-14,9.19E-12
negative regulation of metabolic process (GO:0009892),3104,307,179.2,+,1.71,1.65E-20,5.93E-18
cellular protein localization (GO:0034613),1639,162,94.62,+,1.71,1.67E-10,1.90E-08
protein localization to organelle (GO:0033365),791,78,45.67,+,1.71,1.69E-05,8.55E-04
cellular protein catabolic process (GO:0044257),629,62,36.31,+,1.71,1.16E-04,4.62E-03
cellular macromolecule localization (GO:0070727),1645,162,94.97,+,1.71,1.84E-10,2.07E-08
hemopoiesis (GO:0030097),572,56,33.02,+,1.7,3.27E-04,1.13E-02
cellular macromolecule biosynthetic process (GO:0034645),1655,162,95.55,+,1.7,2.89E-10,3.14E-08
establishment of localization in cell (GO:0051649),2365,231,136.54,+,1.69,1.85E-14,3.56E-12
organic cyclic compound biosynthetic process (GO:1901362),1222,119,70.55,+,1.69,1.51E-07,1.14E-05
proteolysis involved in cellular protein catabolic process (GO:0051603),596,58,34.41,+,1.69,3.04E-04,1.07E-02
cell morphogenesis (GO:0000902),711,69,41.05,+,1.68,7.56E-05,3.21E-03
amide transport (GO:0042886),1526,148,88.1,+,1.68,3.27E-09,3.07E-07
negative regulation of cellular protein metabolic process (GO:0032269),984,95,56.81,+,1.67,3.61E-06,2.15E-04
positive regulation of apoptotic process (GO:0043065),549,53,31.7,+,1.67,6.91E-04,2.20E-02
protein-containing complex assembly (GO:0065003),1337,129,77.19,+,1.67,5.09E-08,4.12E-06
positive regulation of transcription by RNA polymerase II (GO:0045944),1206,116,69.63,+,1.67,3.48E-07,2.53E-05
positive regulation of cellular component organization (GO:0051130),1135,109,65.53,+,1.66,8.73E-07,5.76E-05
peptidyl-amino acid modification (GO:0018193),875,84,50.52,+,1.66,1.63E-05,8.30E-04
positive regulation of biosynthetic process (GO:0009891),1990,191,114.89,+,1.66,2.76E-11,3.51E-09
positive regulation of cellular biosynthetic process (GO:0031328),1956,187,112.92,+,1.66,5.53E-11,6.76E-09
cellular localization (GO:0051641),3003,287,173.37,+,1.66,4.48E-17,1.14E-14
macromolecule biosynthetic process (GO:0009059),1696,162,97.91,+,1.65,1.71E-09,1.68E-07
negative regulation of phosphate metabolic process (GO:0045936),513,49,29.62,+,1.65,1.28E-03,3.70E-02
negative regulation of phosphorus metabolic process (GO:0010563),514,49,29.67,+,1.65,1.30E-03,3.74E-02
hematopoietic or lymphoid organ development (GO:0048534),619,59,35.74,+,1.65,3.98E-04,1.34E-02
brain development (GO:0007420),745,71,43.01,+,1.65,1.07E-04,4.29E-03
regulation of RNA metabolic process (GO:0051252),3738,356,215.8,+,1.65,1.26E-21,5.22E-19
head development (GO:0060322),788,75,45.49,+,1.65,6.42E-05,2.77E-03
protein catabolic process (GO:0030163),683,65,39.43,+,1.65,2.10E-04,7.71E-03
regulation of nucleobase-containing compound metabolic process (GO:0019219),4007,381,231.33,+,1.65,2.59E-23,1.24E-20
ncRNA metabolic process (GO:0034660),517,49,29.85,+,1.64,1.37E-03,3.92E-02
negative regulation of protein metabolic process (GO:0051248),1056,100,60.97,+,1.64,5.24E-06,3.03E-04
positive regulation of gene expression (GO:0010628),1072,101,61.89,+,1.63,4.60E-06,2.72E-04
positive regulation of programmed cell death (GO:0043068),564,53,32.56,+,1.63,1.13E-03,3.34E-02
macromolecule localization (GO:0033036),2550,239,147.22,+,1.62,3.32E-13,5.40E-11
cellular component organization or biogenesis (GO:0071840),5999,561,346.34,+,1.62,5.86E-37,2.31E-33
regulation of plasma membrane bounded cell projection organization (GO:0120035),621,58,35.85,+,1.62,7.58E-04,2.37E-02
regulation of intracellular signal transduction (GO:1902531),1768,165,102.07,+,1.62,4.75E-09,4.38E-07
cellular component biogenesis (GO:0044085),2701,252,155.94,+,1.62,9.00E-14,1.58E-11
cellular macromolecule catabolic process (GO:0044265),912,85,52.65,+,1.61,4.30E-05,1.94E-03
protein-containing complex subunit organization (GO:0043933),1581,147,91.28,+,1.61,5.27E-08,4.22E-06
positive regulation of hydrolase activity (GO:0051345),777,72,44.86,+,1.61,2.01E-04,7.46E-03
cellular component organization (GO:0016043),5775,535,333.4,+,1.6,1.68E-33,3.32E-30
cellular protein-containing complex assembly (GO:0034622),859,79,49.59,+,1.59,1.23E-04,4.86E-03
chordate embryonic development (GO:0043009),601,55,34.7,+,1.59,1.59E-03,4.41E-02
regulation of cellular macromolecule biosynthetic process (GO:2000112),3913,358,225.91,+,1.58,5.80E-19,1.79E-16
protein modification by small protein conjugation (GO:0032446),821,75,47.4,+,1.58,2.19E-04,7.94E-03
regulation of apoptotic process (GO:0042981),1479,135,85.39,+,1.58,4.82E-07,3.35E-05
regulation of macromolecule biosynthetic process (GO:0010556),3944,360,227.7,+,1.58,5.37E-19,1.69E-16
biological process involved in interspecies interaction between organisms (GO:0044419),2118,193,122.28,+,1.58,1.13E-09,1.14E-07
cellular component assembly (GO:0022607),2438,222,140.75,+,1.58,4.17E-11,5.17E-09
regulation of cell projection organization (GO:0031344),638,58,36.83,+,1.57,1.60E-03,4.41E-02
regulation of protein modification process (GO:0031399),1633,148,94.28,+,1.57,2.01E-07,1.49E-05
negative regulation of cellular process (GO:0048523),4909,444,283.41,+,1.57,8.27E-24,4.21E-21
positive regulation of cellular metabolic process (GO:0031325),3238,292,186.94,+,1.56,2.61E-14,4.90E-12
macromolecule metabolic process (GO:0043170),6193,556,357.54,+,1.56,1.35E-31,2.14E-28
regulation of gene expression (GO:0010468),4872,435,281.27,+,1.55,4.30E-22,1.94E-19
positive regulation of macromolecule metabolic process (GO:0010604),3431,306,198.08,+,1.54,1.62E-14,3.15E-12
regulation of programmed cell death (GO:0043067),1517,135,87.58,+,1.54,1.98E-06,1.23E-04
cellular macromolecule metabolic process (GO:0044260),4963,440,286.53,+,1.54,7.73E-22,3.39E-19
regulation of cellular protein metabolic process (GO:0032268),2437,216,140.69,+,1.54,8.13E-10,8.38E-08
regulation of biosynthetic process (GO:0009889),4189,371,241.84,+,1.53,1.52E-17,4.22E-15
regulation of cellular biosynthetic process (GO:0031326),4105,363,236.99,+,1.53,4.46E-17,1.15E-14
"regulation of transcription, DNA-templated (GO:0006355)",3464,306,199.99,+,1.53,6.59E-14,1.21E-11
regulation of nucleic acid-templated transcription (GO:1903506),3465,306,200.04,+,1.53,6.64E-14,1.20E-11
intracellular signal transduction (GO:0035556),1575,139,90.93,+,1.53,2.23E-06,1.38E-04
positive regulation of metabolic process (GO:0009893),3719,328,214.71,+,1.53,4.92E-15,9.95E-13
regulation of RNA biosynthetic process (GO:2001141),3470,306,200.33,+,1.53,6.95E-14,1.23E-11
positive regulation of nitrogen compound metabolic process (GO:0051173),3058,269,176.55,+,1.52,6.07E-12,8.47E-10
regulation of hydrolase activity (GO:0051336),1308,115,75.51,+,1.52,2.19E-05,1.06E-03
regulation of cellular metabolic process (GO:0031323),6106,536,352.51,+,1.52,1.44E-27,1.34E-24
nitrogen compound transport (GO:0071705),1801,158,103.98,+,1.52,4.95E-07,3.41E-05
cellular nitrogen compound biosynthetic process (GO:0044271),1575,138,90.93,+,1.52,2.97E-06,1.82E-04
regulation of nitrogen compound metabolic process (GO:0051171),5688,494,328.38,+,1.5,1.54E-23,7.60E-21
central nervous system development (GO:0007417),991,86,57.21,+,1.5,4.24E-04,1.41E-02
regulation of primary metabolic process (GO:0080090),5892,511,340.16,+,1.5,1.51E-24,8.22E-22
response to organonitrogen compound (GO:0010243),997,86,57.56,+,1.49,4.47E-04,1.48E-02
regulation of macromolecule metabolic process (GO:0060255),6301,543,363.77,+,1.49,4.65E-26,3.33E-23
phosphorylation (GO:0016310),1022,88,59,+,1.49,4.03E-04,1.35E-02
macromolecule catabolic process (GO:0009057),1046,90,60.39,+,1.49,3.59E-04,1.24E-02
negative regulation of molecular function (GO:0044092),1171,100,67.6,+,1.48,2.13E-04,7.78E-03
regulation of cell death (GO:0010941),1652,141,95.37,+,1.48,8.10E-06,4.56E-04
response to abiotic stimulus (GO:0009628),1162,99,67.09,+,1.48,2.58E-04,9.22E-03
negative regulation of biological process (GO:0048519),5541,472,319.9,+,1.48,1.91E-20,6.68E-18
regulation of protein metabolic process (GO:0051246),2595,221,149.82,+,1.48,1.13E-08,1.00E-06
regulation of phosphate metabolic process (GO:0019220),1611,137,93.01,+,1.47,1.36E-05,7.12E-04
regulation of phosphorus metabolic process (GO:0051174),1611,137,93.01,+,1.47,1.36E-05,7.10E-04
regulation of molecular function (GO:0065009),3178,270,183.47,+,1.47,1.98E-10,2.22E-08
regulation of catalytic activity (GO:0050790),2516,213,145.25,+,1.47,4.39E-08,3.61E-06
negative regulation of apoptotic process (GO:0043066),888,75,51.27,+,1.46,1.78E-03,4.83E-02
nitrogen compound metabolic process (GO:0006807),6897,578,398.18,+,1.45,1.63E-25,1.12E-22
cellular protein modification process (GO:0006464),3019,253,174.29,+,1.45,2.72E-09,2.61E-07
protein modification process (GO:0036211),3019,253,174.29,+,1.45,2.72E-09,2.60E-07
regulation of metabolic process (GO:0019222),6847,573,395.29,+,1.45,5.13E-25,3.11E-22
macromolecule modification (GO:0043412),3240,271,187.05,+,1.45,7.73E-10,8.08E-08
regulation of transcription by RNA polymerase II (GO:0006357),2586,216,149.3,+,1.45,8.10E-08,6.32E-06
response to endogenous stimulus (GO:0009719),1416,118,81.75,+,1.44,1.44E-04,5.56E-03
positive regulation of catalytic activity (GO:0043085),1415,117,81.69,+,1.43,2.26E-04,8.18E-03
positive regulation of molecular function (GO:0044093),1766,146,101.96,+,1.43,2.94E-05,1.38E-03
cellular metabolic process (GO:0044237),7570,625,437.03,+,1.43,5.29E-27,4.39E-24
regulation of developmental process (GO:0050793),2441,201,140.92,+,1.43,7.38E-07,4.97E-05
primary metabolic process (GO:0044238),7363,606,425.08,+,1.43,2.90E-25,1.91E-22
vesicle-mediated transport (GO:0016192),1958,161,113.04,+,1.42,1.41E-05,7.29E-04
response to nitrogen compound (GO:1901698),1085,89,62.64,+,1.42,1.84E-03,4.96E-02
positive regulation of cellular process (GO:0048522),5656,463,326.53,+,1.42,1.01E-16,2.48E-14
neurogenesis (GO:0022008),1369,112,79.04,+,1.42,4.53E-04,1.50E-02
positive regulation of cellular protein metabolic process (GO:0032270),1456,119,84.06,+,1.42,2.75E-04,9.80E-03
organic substance transport (GO:0071702),2170,177,125.28,+,1.41,7.19E-06,4.08E-04
regulation of response to stress (GO:0080134),1546,126,89.25,+,1.41,2.08E-04,7.66E-03
anion transport (GO:0006820),2287,186,132.03,+,1.41,4.76E-06,2.79E-04
cellular protein metabolic process (GO:0044267),3643,296,210.32,+,1.41,1.66E-09,1.65E-07
nervous system development (GO:0007399),2189,177,126.38,+,1.4,1.21E-05,6.42E-04
regulation of phosphorylation (GO:0042325),1400,113,80.83,+,1.4,6.44E-04,2.06E-02
positive regulation of biological process (GO:0048518),6244,498,360.48,+,1.38,3.12E-16,7.35E-14
regulation of signal transduction (GO:0009966),3047,242,175.91,+,1.38,5.39E-07,3.70E-05
organic substance metabolic process (GO:0071704),7878,623,454.82,+,1.37,8.56E-22,3.65E-19
positive regulation of protein metabolic process (GO:0051247),1538,121,88.79,+,1.36,1.08E-03,3.20E-02
response to stress (GO:0006950),3634,285,209.8,+,1.36,9.65E-08,7.46E-06
metabolic process (GO:0008152),8333,649,481.08,+,1.35,1.95E-21,7.90E-19
regulation of cell differentiation (GO:0045595),1576,122,90.99,+,1.34,1.79E-03,4.85E-02
regulation of signaling (GO:0023051),3459,266,199.7,+,1.33,1.56E-06,9.95E-05
system development (GO:0048731),4279,329,247.04,+,1.33,4.00E-08,3.32E-06
regulation of cell communication (GO:0010646),3424,263,197.68,+,1.33,2.09E-06,1.30E-04
organic substance biosynthetic process (GO:1901576),2804,215,161.88,+,1.33,2.73E-05,1.29E-03
cellular biosynthetic process (GO:0044249),2709,206,156.4,+,1.32,7.79E-05,3.29E-03
biosynthetic process (GO:0009058),2861,217,165.17,+,1.31,4.64E-05,2.07E-03
multicellular organism development (GO:0007275),4877,369,281.56,+,1.31,2.20E-08,1.90E-06
regulation of response to stimulus (GO:0048583),4240,318,244.79,+,1.3,8.49E-07,5.63E-05
developmental process (GO:0032502),5729,428,330.75,+,1.29,2.78E-09,2.64E-07
protein metabolic process (GO:0019538),4218,315,243.52,+,1.29,1.42E-06,9.12E-05
anatomical structure development (GO:0048856),5266,393,304.02,+,1.29,2.28E-08,1.95E-06
animal organ development (GO:0048513),3187,237,183.99,+,1.29,6.85E-05,2.93E-03
cellular developmental process (GO:0048869),3562,264,205.64,+,1.28,2.66E-05,1.27E-03
regulation of localization (GO:0032879),2734,202,157.84,+,1.28,3.96E-04,1.34E-02
cell differentiation (GO:0030154),3509,259,202.58,+,1.28,4.73E-05,2.10E-03
localization (GO:0051179),5807,422,335.25,+,1.26,1.21E-07,9.24E-06
regulation of cellular process (GO:0050794),11302,817,652.49,+,1.25,3.43E-21,1.32E-18
establishment of localization (GO:0051234),4653,336,268.63,+,1.25,1.04E-05,5.67E-04
response to organic substance (GO:0010033),2995,215,172.91,+,1.24,1.18E-03,3.46E-02
transport (GO:0006810),4501,320,259.85,+,1.23,6.53E-05,2.80E-03
regulation of biological process (GO:0050789),11856,841,684.48,+,1.23,9.80E-20,3.29E-17
biological regulation (GO:0065007),12571,883,725.75,+,1.22,8.78E-21,3.30E-18
cellular process (GO:0009987),15487,1045,894.1,+,1.17,2.18E-26,1.72E-23
cellular response to stimulus (GO:0051716),6770,452,390.85,+,1.16,3.01E-04,1.06E-02
biological_process (GO:0008150),17850,1126,1030.52,+,1.09,7.99E-19,2.42E-16
system process (GO:0003008),2040,62,117.77,-,0.53,1.28E-08,1.12E-06
adaptive immune response (GO:0002250),649,18,37.47,-,0.48,6.94E-04,2.20E-02
cation transport (GO:0006812),826,21,47.69,-,0.44,2.71E-05,1.29E-03
divalent inorganic cation homeostasis (GO:0072507),483,12,27.88,-,0.43,1.28E-03,3.71E-02
ion transmembrane transport (GO:0034220),1051,25,60.68,-,0.41,4.04E-07,2.87E-05
nervous system process (GO:0050877),1380,32,79.67,-,0.4,2.08E-09,2.04E-07
Unclassified (UNCLASSIFIED),2745,63,158.48,-,0.4,7.99E-19,2.38E-16
transmembrane transport (GO:0055085),1292,29,74.59,-,0.39,3.02E-09,2.85E-07
inorganic ion transmembrane transport (GO:0098660),664,14,38.33,-,0.37,1.45E-05,7.48E-04
G protein-coupled receptor signaling pathway (GO:0007186),1329,23,76.73,-,0.3,9.43E-13,1.43E-10
inorganic cation transmembrane transport (GO:0098662),572,9,33.02,-,0.27,1.79E-06,1.13E-04
regulation of cytosolic calcium ion concentration (GO:0051480),322,5,18.59,-,0.27,5.05E-04,1.66E-02
positive regulation of cytosolic calcium ion concentration (GO:0007204),283,4,16.34,-,0.24,8.90E-04,2.75E-02
cation transmembrane transport (GO:0098655),637,9,36.78,-,0.24,1.37E-07,1.04E-05
organic acid catabolic process (GO:0016054),240,3,13.86,-,0.22,1.48E-03,4.18E-02
sensory perception (GO:0007600),973,12,56.17,-,0.21,2.36E-12,3.32E-10
detection of stimulus (GO:0051606),718,7,41.45,-,0.17,1.19E-10,1.37E-08
carboxylic acid transport (GO:0046942),249,2,14.38,-,0.14,2.02E-04,7.49E-03
electron transport chain (GO:0022900),170,1,9.81,-,0.1,1.15E-03,3.38E-02
organic anion transport (GO:0015711),340,2,19.63,-,0.1,1.66E-06,1.05E-04
sensory perception of chemical stimulus (GO:0007606),542,2,31.29,-,0.06,4.14E-11,5.18E-09
sensory perception of smell (GO:0007608),468,1,27.02,-,0.04,1.78E-10,2.02E-08
detection of stimulus involved in sensory perception (GO:0050906),554,1,31.98,-,0.03,1.62E-12,2.32E-10
"complement activation, classical pathway (GO:0006958)",161,0,9.29,-, < 0.01,1.81E-04,6.84E-03
complement activation (GO:0006956),177,0,10.22,-, < 0.01,8.23E-05,3.46E-03
aminoglycan metabolic process (GO:0006022),166,0,9.58,-, < 0.01,1.92E-04,7.17E-03
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,25.46,-, < 0.01,2.10E-11,2.71E-09
detection of chemical stimulus involved in sensory perception (GO:0050907),486,0,28.06,-, < 0.01,1.90E-12,2.70E-10
detection of chemical stimulus (GO:0009593),522,0,30.14,-, < 0.01,2.56E-13,4.24E-11
