GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (928),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
regulation of cell cycle phase transition (GO:1901987),462,41,20.82,+,1.97,1.26E-04,5.32E-03
positive regulation of protein serine/threonine kinase activity (GO:0071902),316,28,14.24,+,1.97,1.20E-03,3.74E-02
regulation of cellular localization (GO:0060341),836,74,37.67,+,1.96,1.60E-07,1.56E-05
tissue morphogenesis (GO:0048729),532,47,23.97,+,1.96,4.05E-05,1.98E-03
regulation of peptide transport (GO:0090087),600,53,27.04,+,1.96,1.26E-05,7.04E-04
MAPK cascade (GO:0000165),409,36,18.43,+,1.95,3.31E-04,1.25E-02
cellular component morphogenesis (GO:0032989),604,53,27.22,+,1.95,1.35E-05,7.54E-04
regulation of cellular catabolic process (GO:0031329),855,75,38.53,+,1.95,2.13E-07,1.97E-05
positive regulation of anion transport (GO:1903793),502,44,22.62,+,1.95,6.69E-05,3.09E-03
regulation of catalytic activity (GO:0050790),2516,220,113.37,+,1.94,5.01E-21,5.27E-18
in utero embryonic development (GO:0001701),355,31,16,+,1.94,8.84E-04,2.91E-02
regulation of cell cycle (GO:0051726),1196,104,53.89,+,1.93,8.54E-10,1.43E-07
regulation of translation (GO:0006417),368,32,16.58,+,1.93,1.05E-03,3.34E-02
regulation of cell cycle process (GO:0010564),772,67,34.79,+,1.93,1.35E-06,1.03E-04
biological process involved in symbiotic interaction (GO:0044403),937,81,42.22,+,1.92,1.26E-07,1.27E-05
mitotic cell cycle process (GO:1903047),685,59,30.87,+,1.91,7.93E-06,4.79E-04
chromatin organization (GO:0006325),697,60,31.41,+,1.91,6.17E-06,3.83E-04
endomembrane system organization (GO:0010256),488,42,21.99,+,1.91,1.90E-04,7.61E-03
microtubule-based movement (GO:0007018),350,30,15.77,+,1.9,1.34E-03,4.07E-02
positive regulation of apoptotic process (GO:0043065),549,47,24.74,+,1.9,8.23E-05,3.69E-03
positive regulation of transcription by RNA polymerase II (GO:0045944),1206,103,54.34,+,1.9,2.47E-09,3.85E-07
enzyme linked receptor protein signaling pathway (GO:0007167),726,62,32.71,+,1.9,6.07E-06,3.81E-04
positive regulation of macromolecule biosynthetic process (GO:0010557),1853,158,83.5,+,1.89,5.29E-14,1.70E-11
positive regulation of programmed cell death (GO:0043068),564,48,25.41,+,1.89,6.81E-05,3.13E-03
positive regulation of nucleic acid-templated transcription (GO:1903508),1622,138,73.09,+,1.89,3.82E-12,1.06E-09
"positive regulation of transcription, DNA-templated (GO:0045893)",1622,138,73.09,+,1.89,3.82E-12,1.04E-09
positive regulation of RNA biosynthetic process (GO:1902680),1623,138,73.13,+,1.89,3.91E-12,1.04E-09
positive regulation of cell migration (GO:0030335),518,44,23.34,+,1.89,1.33E-04,5.55E-03
DNA repair (GO:0006281),530,45,23.88,+,1.88,1.48E-04,6.12E-03
regulation of transferase activity (GO:0051338),1025,87,46.19,+,1.88,7.80E-08,8.26E-06
regulation of kinase activity (GO:0043549),908,77,40.91,+,1.88,4.69E-07,4.04E-05
cell morphogenesis involved in neuron differentiation (GO:0048667),449,38,20.23,+,1.88,4.16E-04,1.52E-02
positive regulation of cellular catabolic process (GO:0031331),390,33,17.57,+,1.88,9.93E-04,3.21E-02
response to growth factor (GO:0070848),532,45,23.97,+,1.88,1.52E-04,6.27E-03
positive regulation of cell death (GO:0010942),627,53,28.25,+,1.88,3.13E-05,1.60E-03
regulation of neuron projection development (GO:0010975),438,37,19.74,+,1.87,5.33E-04,1.88E-02
protein localization (GO:0008104),2158,182,97.24,+,1.87,1.03E-15,4.07E-13
phosphorylation (GO:0016310),1022,86,46.05,+,1.87,1.17E-07,1.19E-05
intracellular transport (GO:0046907),1499,126,67.54,+,1.87,8.56E-11,1.75E-08
regulation of cell adhesion (GO:0030155),726,61,32.71,+,1.86,9.59E-06,5.62E-04
regulation of hemopoiesis (GO:1903706),393,33,17.71,+,1.86,1.51E-03,4.52E-02
regulation of protein modification process (GO:0031399),1633,137,73.58,+,1.86,1.10E-11,2.72E-09
viral process (GO:0016032),849,71,38.26,+,1.86,1.85E-06,1.37E-04
cellular response to growth factor stimulus (GO:0071363),503,42,22.66,+,1.85,3.60E-04,1.35E-02
positive regulation of RNA metabolic process (GO:0051254),1718,143,77.41,+,1.85,6.05E-12,1.56E-09
regulation of cellular response to stress (GO:0080135),685,57,30.87,+,1.85,2.83E-05,1.46E-03
"transcription, DNA-templated (GO:0006351)",553,46,24.92,+,1.85,2.03E-04,8.07E-03
cell morphogenesis involved in differentiation (GO:0000904),554,46,24.96,+,1.84,2.05E-04,8.14E-03
nucleic acid-templated transcription (GO:0097659),554,46,24.96,+,1.84,2.05E-04,8.12E-03
positive regulation of protein modification process (GO:0031401),1061,88,47.81,+,1.84,1.36E-07,1.36E-05
mitotic cell cycle (GO:0000278),761,63,34.29,+,1.84,1.02E-05,5.96E-04
positive regulation of cellular component movement (GO:0051272),556,46,25.05,+,1.84,2.10E-04,8.27E-03
neuron differentiation (GO:0030182),1028,85,46.32,+,1.84,2.89E-07,2.60E-05
organelle organization (GO:0006996),3574,295,161.04,+,1.83,2.06E-25,4.65E-22
positive regulation of cellular biosynthetic process (GO:0031328),1956,161,88.14,+,1.83,4.77E-13,1.42E-10
posttranscriptional regulation of gene expression (GO:0010608),547,45,24.65,+,1.83,2.80E-04,1.08E-02
positive regulation of phosphorylation (GO:0042327),913,75,41.14,+,1.82,1.81E-06,1.35E-04
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1891,155,85.21,+,1.82,2.53E-12,7.12E-10
macromolecule localization (GO:0033036),2550,209,114.9,+,1.82,7.84E-17,3.44E-14
positive regulation of biosynthetic process (GO:0009891),1990,163,89.67,+,1.82,4.76E-13,1.44E-10
cellular protein localization (GO:0034613),1639,134,73.85,+,1.81,9.92E-11,1.96E-08
cellular macromolecule localization (GO:0070727),1645,134,74.12,+,1.81,1.49E-10,2.77E-08
regulation of phosphate metabolic process (GO:0019220),1611,131,72.59,+,1.8,2.39E-10,4.33E-08
regulation of phosphorus metabolic process (GO:0051174),1611,131,72.59,+,1.8,2.39E-10,4.28E-08
RNA biosynthetic process (GO:0032774),566,46,25.5,+,1.8,2.50E-04,9.69E-03
positive regulation of cell motility (GO:2000147),543,44,24.47,+,1.8,4.02E-04,1.48E-02
plasma membrane bounded cell projection assembly (GO:0120031),469,38,21.13,+,1.8,1.17E-03,3.67E-02
positive regulation of catabolic process (GO:0009896),460,37,20.73,+,1.79,1.56E-03,4.65E-02
regulation of protein kinase activity (GO:0045859),797,64,35.91,+,1.78,2.29E-05,1.21E-03
regulation of anion transport (GO:0044070),860,69,38.75,+,1.78,1.03E-05,5.96E-04
regulation of vesicle-mediated transport (GO:0060627),524,42,23.61,+,1.78,6.98E-04,2.40E-02
negative regulation of protein modification process (GO:0031400),549,44,24.74,+,1.78,4.50E-04,1.62E-02
negative regulation of signal transduction (GO:0009968),1276,102,57.5,+,1.77,7.05E-08,7.62E-06
regulation of molecular function (GO:0065009),3178,254,143.2,+,1.77,1.52E-19,1.09E-16
negative regulation of phosphate metabolic process (GO:0045936),513,41,23.12,+,1.77,9.00E-04,2.95E-02
negative regulation of phosphorus metabolic process (GO:0010563),514,41,23.16,+,1.77,9.12E-04,2.98E-02
regulation of signal transduction (GO:0009966),3047,243,137.3,+,1.77,1.75E-18,9.87E-16
regulation of anatomical structure morphogenesis (GO:0022603),955,76,43.03,+,1.77,4.47E-06,3.00E-04
cell division (GO:0051301),492,39,22.17,+,1.76,1.53E-03,4.57E-02
generation of neurons (GO:0048699),1249,99,56.28,+,1.76,1.65E-07,1.59E-05
neurogenesis (GO:0022008),1369,108,61.69,+,1.75,5.81E-08,6.54E-06
positive regulation of phosphorus metabolic process (GO:0010562),989,78,44.56,+,1.75,6.04E-06,3.83E-04
positive regulation of phosphate metabolic process (GO:0045937),989,78,44.56,+,1.75,6.04E-06,3.81E-04
positive regulation of locomotion (GO:0040017),558,44,25.14,+,1.75,7.00E-04,2.40E-02
positive regulation of protein phosphorylation (GO:0001934),828,65,37.31,+,1.74,4.59E-05,2.21E-03
negative regulation of signaling (GO:0023057),1376,108,62,+,1.74,6.56E-08,7.18E-06
peptide transport (GO:0015833),1492,117,67.23,+,1.74,2.13E-08,2.73E-06
cell cycle (GO:0007049),1390,109,62.63,+,1.74,7.12E-08,7.64E-06
negative regulation of cell population proliferation (GO:0008285),689,54,31.05,+,1.74,2.06E-04,8.16E-03
establishment of protein localization (GO:0045184),1558,122,70.2,+,1.74,9.50E-09,1.28E-06
negative regulation of RNA metabolic process (GO:0051253),1394,109,62.81,+,1.74,7.51E-08,8.01E-06
regulation of cell motility (GO:2000145),947,74,42.67,+,1.73,1.21E-05,6.81E-04
positive regulation of cellular metabolic process (GO:0031325),3238,253,145.9,+,1.73,3.37E-18,1.77E-15
cell development (GO:0048468),1615,126,72.77,+,1.73,7.69E-09,1.05E-06
negative regulation of cell communication (GO:0010648),1373,107,61.87,+,1.73,1.26E-07,1.27E-05
protein transport (GO:0015031),1463,114,65.92,+,1.73,4.83E-08,5.73E-06
regulation of phosphorylation (GO:0042325),1400,109,63.08,+,1.73,8.33E-08,8.71E-06
positive regulation of macromolecule metabolic process (GO:0010604),3431,266,154.6,+,1.72,7.95E-19,4.82E-16
regulation of signaling (GO:0023051),3459,268,155.86,+,1.72,4.85E-19,3.33E-16
regulation of cell communication (GO:0010646),3424,265,154.28,+,1.72,1.13E-18,6.58E-16
negative regulation of cell cycle (GO:0045786),569,44,25.64,+,1.72,1.12E-03,3.54E-02
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1514,117,68.22,+,1.72,3.94E-08,4.78E-06
regulation of cellular component movement (GO:0051270),1026,79,46.23,+,1.71,9.13E-06,5.38E-04
cellular localization (GO:0051641),3003,231,135.31,+,1.71,1.10E-15,4.21E-13
regulation of cell migration (GO:0030334),885,68,39.88,+,1.71,5.56E-05,2.60E-03
cell migration (GO:0016477),965,74,43.48,+,1.7,2.10E-05,1.13E-03
amide transport (GO:0042886),1526,117,68.76,+,1.7,6.19E-08,6.83E-06
positive regulation of nitrogen compound metabolic process (GO:0051173),3058,234,137.79,+,1.7,1.21E-15,4.55E-13
negative regulation of transcription by RNA polymerase II (GO:0000122),902,69,40.64,+,1.7,4.66E-05,2.23E-03
movement of cell or subcellular component (GO:0006928),1591,121,71.69,+,1.69,5.44E-08,6.17E-06
regulation of cellular protein metabolic process (GO:0032268),2437,185,109.81,+,1.68,5.94E-12,1.56E-09
positive regulation of protein metabolic process (GO:0051247),1538,116,69.3,+,1.67,1.93E-07,1.81E-05
"negative regulation of transcription, DNA-templated (GO:0045892)",1288,97,58.04,+,1.67,2.04E-06,1.49E-04
positive regulation of metabolic process (GO:0009893),3719,280,167.58,+,1.67,2.90E-18,1.58E-15
negative regulation of nucleic acid-templated transcription (GO:1903507),1290,97,58.13,+,1.67,2.10E-06,1.53E-04
negative regulation of RNA biosynthetic process (GO:1902679),1292,97,58.22,+,1.67,2.89E-06,2.06E-04
negative regulation of nitrogen compound metabolic process (GO:0051172),2390,179,107.69,+,1.66,4.88E-11,1.08E-08
positive regulation of cellular protein metabolic process (GO:0032270),1456,109,65.61,+,1.66,5.52E-07,4.66E-05
establishment of localization in cell (GO:0051649),2365,177,106.57,+,1.66,5.80E-11,1.22E-08
negative regulation of cellular metabolic process (GO:0031324),2580,193,116.25,+,1.66,6.51E-12,1.66E-09
positive regulation of ion transport (GO:0043270),709,53,31.95,+,1.66,7.09E-04,2.43E-02
regulation of locomotion (GO:0040012),990,74,44.61,+,1.66,5.06E-05,2.40E-03
cellular response to stress (GO:0033554),1755,131,79.08,+,1.66,3.84E-08,4.73E-06
tube morphogenesis (GO:0035239),645,48,29.06,+,1.65,1.17E-03,3.67E-02
regulation of protein metabolic process (GO:0051246),2595,193,116.93,+,1.65,1.04E-11,2.62E-09
negative regulation of macromolecule biosynthetic process (GO:0010558),1498,111,67.5,+,1.64,7.54E-07,6.13E-05
intracellular protein transport (GO:0006886),973,72,43.84,+,1.64,8.56E-05,3.81E-03
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1487,110,67,+,1.64,9.58E-07,7.48E-05
cell cycle process (GO:0022402),1070,79,48.21,+,1.64,3.71E-05,1.85E-03
cellular response to nitrogen compound (GO:1901699),651,48,29.33,+,1.64,1.65E-03,4.88E-02
chromosome organization (GO:0051276),1061,78,47.81,+,1.63,4.79E-05,2.29E-03
cellular component organization (GO:0016043),5775,424,260.22,+,1.63,7.99E-29,6.30E-25
nitrogen compound transport (GO:0071705),1801,132,81.15,+,1.63,1.04E-07,1.08E-05
negative regulation of cellular biosynthetic process (GO:0031327),1556,114,70.11,+,1.63,8.50E-07,6.74E-05
negative regulation of cellular protein metabolic process (GO:0032269),984,72,44.34,+,1.62,1.27E-04,5.32E-03
regulation of localization (GO:0032879),2734,200,123.19,+,1.62,1.49E-11,3.57E-09
epithelium development (GO:0060429),1097,80,49.43,+,1.62,6.02E-05,2.79E-03
positive regulation of transport (GO:0051050),936,68,42.18,+,1.61,2.31E-04,9.01E-03
negative regulation of biosynthetic process (GO:0009890),1588,115,71.55,+,1.61,1.45E-06,1.10E-04
positive regulation of cellular process (GO:0048522),5656,409,254.86,+,1.6,4.67E-26,1.23E-22
regulation of transport (GO:0051049),1758,127,79.21,+,1.6,3.82E-07,3.35E-05
embryo development (GO:0009790),971,70,43.75,+,1.6,2.21E-04,8.63E-03
protein localization to organelle (GO:0033365),791,57,35.64,+,1.6,9.73E-04,3.15E-02
peptidyl-amino acid modification (GO:0018193),875,63,39.43,+,1.6,5.15E-04,1.83E-02
regulation of protein phosphorylation (GO:0001932),1210,87,54.52,+,1.6,3.92E-05,1.93E-03
localization of cell (GO:0051674),1103,79,49.7,+,1.59,1.16E-04,4.95E-03
cell motility (GO:0048870),1103,79,49.7,+,1.59,1.16E-04,4.93E-03
positive regulation of signal transduction (GO:0009967),1551,111,69.89,+,1.59,3.89E-06,2.67E-04
vesicle-mediated transport (GO:0016192),1958,140,88.23,+,1.59,1.63E-07,1.58E-05
negative regulation of macromolecule metabolic process (GO:0010605),2861,204,128.92,+,1.58,9.31E-11,1.86E-08
apoptotic process (GO:0006915),912,65,41.09,+,1.58,5.00E-04,1.78E-02
nervous system development (GO:0007399),2189,156,98.64,+,1.58,2.48E-08,3.16E-06
cellular component organization or biogenesis (GO:0071840),5999,427,270.31,+,1.58,3.06E-26,9.65E-23
negative regulation of cellular process (GO:0048523),4909,349,221.2,+,1.58,8.80E-20,6.61E-17
negative regulation of protein metabolic process (GO:0051248),1056,75,47.58,+,1.58,2.11E-04,8.31E-03
negative regulation of metabolic process (GO:0009892),3104,220,139.86,+,1.57,1.70E-11,4.01E-09
regulation of developmental process (GO:0050793),2441,173,109.99,+,1.57,5.28E-09,7.30E-07
regulation of programmed cell death (GO:0043067),1517,107,68.36,+,1.57,1.04E-05,6.00E-04
RNA processing (GO:0006396),923,65,41.59,+,1.56,7.13E-04,2.44E-02
positive regulation of cell communication (GO:0010647),1714,120,77.23,+,1.55,3.37E-06,2.32E-04
positive regulation of gene expression (GO:0010628),1072,75,48.3,+,1.55,3.16E-04,1.20E-02
regulation of response to stimulus (GO:0048583),4240,296,191.05,+,1.55,3.49E-15,1.28E-12
positive regulation of signaling (GO:0023056),1720,120,77.5,+,1.55,4.53E-06,3.03E-04
regulation of apoptotic process (GO:0042981),1479,103,66.64,+,1.55,2.65E-05,1.38E-03
cellular component assembly (GO:0022607),2438,169,109.86,+,1.54,4.20E-08,5.06E-06
organic substance transport (GO:0071702),2170,150,97.78,+,1.53,3.21E-07,2.86E-05
positive regulation of biological process (GO:0048518),6244,430,281.35,+,1.53,1.63E-23,2.34E-20
anatomical structure morphogenesis (GO:0009653),2135,147,96.2,+,1.53,6.16E-07,5.15E-05
anion transport (GO:0006820),2287,156,103.05,+,1.51,4.40E-07,3.81E-05
positive regulation of intracellular signal transduction (GO:1902533),1015,69,45.74,+,1.51,1.21E-03,3.77E-02
phosphorus metabolic process (GO:0006793),1933,131,87.1,+,1.5,6.10E-06,3.82E-04
phosphate-containing compound metabolic process (GO:0006796),1906,129,85.88,+,1.5,7.11E-06,4.33E-04
nucleic acid metabolic process (GO:0090304),2232,151,100.57,+,1.5,1.02E-06,7.90E-05
tissue development (GO:0009888),1732,117,78.04,+,1.5,2.54E-05,1.34E-03
RNA metabolic process (GO:0016070),1599,108,72.05,+,1.5,5.08E-05,2.41E-03
negative regulation of biological process (GO:0048519),5541,374,249.67,+,1.5,6.23E-18,3.07E-15
locomotion (GO:0040011),1339,90,60.33,+,1.49,2.64E-04,1.02E-02
cellular response to endogenous stimulus (GO:0071495),1146,77,51.64,+,1.49,8.21E-04,2.74E-02
regulation of cellular metabolic process (GO:0031323),6106,410,275.13,+,1.49,7.03E-20,6.16E-17
negative regulation of response to stimulus (GO:0048585),1804,121,81.29,+,1.49,2.15E-05,1.15E-03
regulation of nucleobase-containing compound metabolic process (GO:0019219),4007,268,180.55,+,1.48,1.77E-11,4.11E-09
cell death (GO:0008219),1079,72,48.62,+,1.48,1.65E-03,4.88E-02
regulation of macromolecule metabolic process (GO:0060255),6301,420,283.92,+,1.48,5.43E-20,5.04E-17
regulation of cell death (GO:0010941),1652,110,74.44,+,1.48,8.35E-05,3.73E-03
regulation of ion transport (GO:0043269),1337,89,60.24,+,1.48,4.28E-04,1.56E-02
regulation of RNA metabolic process (GO:0051252),3738,248,168.43,+,1.47,3.13E-10,5.43E-08
regulation of cellular macromolecule biosynthetic process (GO:2000112),3913,259,176.32,+,1.47,1.22E-10,2.31E-08
regulation of nitrogen compound metabolic process (GO:0051171),5688,375,256.3,+,1.46,2.72E-16,1.16E-13
positive regulation of developmental process (GO:0051094),1259,83,56.73,+,1.46,8.42E-04,2.80E-02
regulation of macromolecule biosynthetic process (GO:0010556),3944,260,177.71,+,1.46,1.78E-10,3.26E-08
regulation of gene expression (GO:0010468),4872,320,219.53,+,1.46,3.99E-13,1.24E-10
regulation of cellular biosynthetic process (GO:0031326),4105,269,184.97,+,1.45,1.44E-10,2.70E-08
regulation of primary metabolic process (GO:0080090),5892,385,265.49,+,1.45,2.99E-16,1.24E-13
regulation of biosynthetic process (GO:0009889),4189,272,188.75,+,1.44,2.58E-10,4.53E-08
regulation of metabolic process (GO:0019222),6847,443,308.52,+,1.44,6.03E-19,3.81E-16
positive regulation of response to stimulus (GO:0048584),2278,147,102.65,+,1.43,1.63E-05,8.91E-04
"regulation of transcription, DNA-templated (GO:0006355)",3464,223,156.09,+,1.43,4.89E-08,5.76E-06
regulation of nucleic acid-templated transcription (GO:1903506),3465,223,156.13,+,1.43,4.92E-08,5.75E-06
response to endogenous stimulus (GO:0009719),1416,91,63.8,+,1.43,1.22E-03,3.79E-02
regulation of RNA biosynthetic process (GO:2001141),3470,223,156.36,+,1.43,5.08E-08,5.85E-06
regulation of transcription by RNA polymerase II (GO:0006357),2586,166,116.52,+,1.42,5.66E-06,3.65E-04
regulation of cell differentiation (GO:0045595),1576,101,71.01,+,1.42,5.61E-04,1.97E-02
cellular component biogenesis (GO:0044085),2701,173,121.71,+,1.42,4.13E-06,2.82E-04
cellular developmental process (GO:0048869),3562,226,160.5,+,1.41,1.12E-07,1.15E-05
cell differentiation (GO:0030154),3509,222,158.11,+,1.4,1.95E-07,1.82E-05
localization (GO:0051179),5807,366,261.66,+,1.4,6.28E-13,1.80E-10
regulation of response to stress (GO:0080134),1546,97,69.66,+,1.39,1.53E-03,4.58E-02
cellular protein modification process (GO:0006464),3019,189,136.03,+,1.39,4.56E-06,3.03E-04
protein modification process (GO:0036211),3019,189,136.03,+,1.39,4.56E-06,3.02E-04
regulation of biological quality (GO:0065008),4007,247,180.55,+,1.37,2.50E-07,2.30E-05
macromolecule modification (GO:0043412),3240,199,145.99,+,1.36,8.38E-06,5.04E-04
nucleobase-containing compound metabolic process (GO:0006139),2719,167,122.52,+,1.36,5.21E-05,2.46E-03
signal transduction (GO:0007165),5138,313,231.52,+,1.35,5.08E-09,7.16E-07
signaling (GO:0023052),5485,334,247.15,+,1.35,1.04E-09,1.64E-07
regulation of multicellular organismal process (GO:0051239),2647,161,119.27,+,1.35,1.21E-04,5.12E-03
establishment of localization (GO:0051234),4653,282,209.66,+,1.35,8.19E-08,8.61E-06
cell communication (GO:0007154),5572,336,251.07,+,1.34,2.55E-09,3.95E-07
cellular response to stimulus (GO:0051716),6770,407,305.05,+,1.33,1.12E-11,2.72E-09
cellular macromolecule metabolic process (GO:0044260),4963,298,223.63,+,1.33,6.57E-08,7.15E-06
anatomical structure development (GO:0048856),5266,314,237.28,+,1.32,4.93E-08,5.72E-06
gene expression (GO:0010467),2186,130,98.5,+,1.32,1.65E-03,4.89E-02
regulation of cellular process (GO:0050794),11302,671,509.26,+,1.32,1.40E-26,5.53E-23
system development (GO:0048731),4279,254,192.81,+,1.32,3.13E-06,2.19E-04
ion transport (GO:0006811),2881,171,129.82,+,1.32,2.49E-04,9.68E-03
heterocycle metabolic process (GO:0046483),2904,171,130.85,+,1.31,3.77E-04,1.40E-02
transport (GO:0006810),4501,265,202.81,+,1.31,3.18E-06,2.21E-04
multicellular organism development (GO:0007275),4877,287,219.76,+,1.31,8.54E-07,6.73E-05
developmental process (GO:0032502),5729,337,258.15,+,1.31,3.87E-08,4.73E-06
cellular protein metabolic process (GO:0044267),3643,213,164.15,+,1.3,7.93E-05,3.58E-03
cellular aromatic compound metabolic process (GO:0006725),2948,172,132.84,+,1.29,5.85E-04,2.05E-02
regulation of biological process (GO:0050789),11856,687,534.23,+,1.29,2.10E-24,3.67E-21
organic cyclic compound metabolic process (GO:1901360),3190,184,143.74,+,1.28,5.30E-04,1.87E-02
biological regulation (GO:0065007),12571,717,566.44,+,1.27,8.90E-25,1.75E-21
macromolecule metabolic process (GO:0043170),6193,349,279.05,+,1.25,1.68E-06,1.26E-04
cellular metabolic process (GO:0044237),7570,413,341.1,+,1.21,2.24E-06,1.62E-04
response to stimulus (GO:0050896),8496,458,382.83,+,1.2,1.28E-06,9.79E-05
primary metabolic process (GO:0044238),7363,391,331.77,+,1.18,8.92E-05,3.93E-03
nitrogen compound metabolic process (GO:0006807),6897,366,310.78,+,1.18,2.20E-04,8.64E-03
cellular process (GO:0009987),15487,806,697.84,+,1.15,8.41E-18,4.02E-15
organic substance metabolic process (GO:0071704),7878,406,354.98,+,1.14,8.19E-04,2.74E-02
metabolic process (GO:0008152),8333,429,375.48,+,1.14,5.55E-04,1.95E-02
biological_process (GO:0008150),17850,877,804.31,+,1.09,2.69E-14,9.22E-12
organonitrogen compound biosynthetic process (GO:1901566),1380,38,62.18,-,0.61,1.13E-03,3.56E-02
G protein-coupled receptor signaling pathway (GO:0007186),1329,34,59.88,-,0.57,3.25E-04,1.24E-02
transmembrane transport (GO:0055085),1292,31,58.22,-,0.53,1.14E-04,4.87E-03
sensory perception (GO:0007600),973,20,43.84,-,0.46,8.14E-05,3.66E-03
Unclassified (UNCLASSIFIED),2745,51,123.69,-,0.41,2.69E-14,9.02E-12
detection of stimulus (GO:0051606),718,11,32.35,-,0.34,2.56E-05,1.34E-03
humoral immune response (GO:0006959),386,4,17.39,-,0.23,3.44E-04,1.29E-02
sensory perception of chemical stimulus (GO:0007606),542,2,24.42,-,0.08,2.10E-08,2.71E-06
sensory perception of smell (GO:0007608),468,1,21.09,-,0.05,2.96E-08,3.68E-06
detection of stimulus involved in sensory perception (GO:0050906),554,1,24.96,-,0.04,9.22E-10,1.50E-07
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,19.87,-, < 0.01,7.02E-09,9.63E-07
detection of chemical stimulus involved in sensory perception (GO:0050907),486,0,21.9,-, < 0.01,9.72E-10,1.56E-07
detection of chemical stimulus (GO:0009593),522,0,23.52,-, < 0.01,1.18E-10,2.28E-08
