GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (701),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
positive regulation of response to stimulus (GO:0048584),2278,109,77.54,+,1.41,3.97E-04,2.33E-02
negative regulation of biological process (GO:0048519),5541,265,188.6,+,1.41,7.52E-10,4.39E-07
regulation of cellular macromolecule biosynthetic process (GO:2000112),3913,187,133.19,+,1.4,1.03E-06,2.09E-04
cellular response to organic substance (GO:0071310),2331,111,79.34,+,1.4,4.52E-04,2.55E-02
gene expression (GO:0010467),2186,104,74.41,+,1.4,6.35E-04,3.40E-02
regulation of cellular metabolic process (GO:0031323),6106,290,207.83,+,1.4,9.12E-11,5.99E-08
regulation of macromolecule metabolic process (GO:0060255),6301,299,214.47,+,1.39,4.21E-11,3.32E-08
regulation of nucleobase-containing compound metabolic process (GO:0019219),4007,190,136.39,+,1.39,1.60E-06,2.72E-04
regulation of response to stimulus (GO:0048583),4240,201,144.32,+,1.39,6.28E-07,1.37E-04
regulation of cellular biosynthetic process (GO:0031326),4105,194,139.72,+,1.39,1.25E-06,2.30E-04
regulation of biological quality (GO:0065008),4007,189,136.39,+,1.39,2.09E-06,3.43E-04
cellular aromatic compound metabolic process (GO:0006725),2948,139,100.34,+,1.39,1.02E-04,7.59E-03
regulation of biosynthetic process (GO:0009889),4189,197,142.58,+,1.38,1.49E-06,2.60E-04
regulation of gene expression (GO:0010468),4872,229,165.83,+,1.38,1.00E-07,2.82E-05
regulation of metabolic process (GO:0019222),6847,321,233.05,+,1.38,1.56E-11,1.37E-08
regulation of primary metabolic process (GO:0080090),5892,276,200.55,+,1.38,2.01E-09,1.06E-06
regulation of RNA metabolic process (GO:0051252),3738,175,127.23,+,1.38,9.67E-06,1.25E-03
regulation of nitrogen compound metabolic process (GO:0051171),5688,265,193.6,+,1.37,1.09E-08,4.09E-06
heterocycle metabolic process (GO:0046483),2904,135,98.84,+,1.37,2.25E-04,1.46E-02
localization (GO:0051179),5807,266,197.66,+,1.35,4.64E-08,1.43E-05
organic cyclic compound metabolic process (GO:1901360),3190,145,108.58,+,1.34,3.18E-04,1.94E-02
transport (GO:0006810),4501,201,153.2,+,1.31,3.60E-05,3.49E-03
establishment of localization (GO:0051234),4653,207,158.38,+,1.31,2.99E-05,3.06E-03
cellular nitrogen compound metabolic process (GO:0034641),3407,151,115.97,+,1.3,7.97E-04,4.03E-02
cellular macromolecule metabolic process (GO:0044260),4963,215,168.93,+,1.27,9.60E-05,7.35E-03
macromolecule metabolic process (GO:0043170),6193,263,210.79,+,1.25,3.43E-05,3.40E-03
regulation of cellular process (GO:0050794),11302,477,384.69,+,1.24,2.83E-12,2.98E-09
multicellular organismal process (GO:0032501),6909,291,235.16,+,1.24,1.62E-05,1.93E-03
biological regulation (GO:0065007),12571,528,427.88,+,1.23,4.86E-15,1.53E-11
regulation of biological process (GO:0050789),11856,495,403.55,+,1.23,2.57E-12,2.89E-09
cellular response to stimulus (GO:0051716),6770,281,230.43,+,1.22,8.72E-05,6.81E-03
response to stimulus (GO:0050896),8496,343,289.18,+,1.19,5.82E-05,5.07E-03
cellular process (GO:0009987),15487,599,527.14,+,1.14,7.29E-11,5.00E-08
biological_process (GO:0008150),17850,666,607.57,+,1.1,8.86E-13,1.27E-09
sensory perception (GO:0007600),973,13,33.12,-,0.39,1.09E-04,8.03E-03
Unclassified (UNCLASSIFIED),2745,35,93.43,-,0.37,8.86E-13,1.16E-09
detection of stimulus (GO:0051606),718,8,24.44,-,0.33,1.90E-04,1.29E-02
detection of chemical stimulus (GO:0009593),522,3,17.77,-,0.17,5.26E-05,4.74E-03
sensory perception of chemical stimulus (GO:0007606),542,2,18.45,-,0.11,4.01E-06,6.03E-04
detection of stimulus involved in sensory perception (GO:0050906),554,2,18.86,-,0.11,2.78E-06,4.38E-04
sensory perception of smell (GO:0007608),468,1,15.93,-,0.06,4.75E-06,7.00E-04
detection of chemical stimulus involved in sensory perception (GO:0050907),486,1,16.54,-,0.06,2.14E-06,3.47E-04
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,15.01,-, < 0.01,5.46E-07,1.23E-04
