GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (372),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
positive regulation of cellular protein metabolic process (GO:0032270),1474,52,26.62,+,1.95,6.68E-06,6.21E-04
cellular component biogenesis (GO:0044085),2754,97,49.74,+,1.95,1.14E-10,4.18E-08
negative regulation of metabolic process (GO:0009892),3095,109,55.9,+,1.95,5.51E-12,3.49E-09
positive regulation of protein metabolic process (GO:0051247),1562,55,28.21,+,1.95,2.94E-06,3.06E-04
regulation of protein modification process (GO:0031399),1654,58,29.88,+,1.94,1.97E-06,2.31E-04
plasma membrane bounded cell projection organization (GO:0120036),1175,41,21.22,+,1.93,7.46E-05,4.66E-03
organic cyclic compound metabolic process (GO:1901360),3182,111,57.48,+,1.93,5.78E-12,3.51E-09
regulation of cellular component organization (GO:0051128),2390,83,43.17,+,1.92,7.97E-09,1.91E-06
negative regulation of biosynthetic process (GO:0009890),1643,57,29.68,+,1.92,3.06E-06,3.16E-04
positive regulation of transcription by RNA polymerase II (GO:0045944),1212,42,21.89,+,1.92,8.82E-05,5.40E-03
cellular protein-containing complex assembly (GO:0034622),867,30,15.66,+,1.92,1.02E-03,4.26E-02
establishment of protein localization (GO:0045184),1397,48,25.23,+,1.9,2.80E-05,2.02E-03
regulation of apoptotic process (GO:0042981),1493,51,26.97,+,1.89,1.97E-05,1.53E-03
negative regulation of RNA metabolic process (GO:0051253),1408,48,25.43,+,1.89,3.12E-05,2.21E-03
nitrogen compound transport (GO:0071705),1708,58,30.85,+,1.88,4.66E-06,4.57E-04
regulation of programmed cell death (GO:0043067),1532,52,27.67,+,1.88,1.62E-05,1.30E-03
protein-containing complex assembly (GO:0065003),1358,46,24.53,+,1.88,5.66E-05,3.81E-03
peptidyl-amino acid modification (GO:0018193),886,30,16,+,1.87,1.22E-03,4.88E-02
protein transport (GO:0015031),1300,44,23.48,+,1.87,9.65E-05,5.76E-03
cellular localization (GO:0051641),2985,101,53.92,+,1.87,4.78E-10,1.54E-07
negative regulation of cellular metabolic process (GO:0031324),2613,88,47.2,+,1.86,1.15E-08,2.59E-06
protein-containing complex subunit organization (GO:0043933),1605,54,28.99,+,1.86,1.54E-05,1.26E-03
cell projection organization (GO:0030030),1221,41,22.05,+,1.86,2.34E-04,1.25E-02
neuron differentiation (GO:0030182),1043,35,18.84,+,1.86,5.33E-04,2.50E-02
negative regulation of nitrogen compound metabolic process (GO:0051172),2453,81,44.31,+,1.83,1.24E-07,2.02E-05
cellular component assembly (GO:0022607),2494,82,45.05,+,1.82,1.02E-07,1.74E-05
cell development (GO:0048468),1646,54,29.73,+,1.82,3.02E-05,2.16E-03
positive regulation of RNA metabolic process (GO:0051254),1773,58,32.03,+,1.81,1.59E-05,1.29E-03
cellular response to oxygen-containing compound (GO:1901701),1075,35,19.42,+,1.8,9.60E-04,4.02E-02
"negative regulation of transcription, DNA-templated (GO:0045892)",1297,42,23.43,+,1.79,3.54E-04,1.79E-02
regulation of cell death (GO:0010941),1668,54,30.13,+,1.79,3.64E-05,2.54E-03
negative regulation of nucleic acid-templated transcription (GO:1903507),1299,42,23.46,+,1.79,3.59E-04,1.80E-02
negative regulation of RNA biosynthetic process (GO:1902679),1301,42,23.5,+,1.79,3.64E-04,1.82E-02
cellular nitrogen compound biosynthetic process (GO:0044271),1553,50,28.05,+,1.78,1.03E-04,6.02E-03
cellular component organization or biogenesis (GO:0071840),6006,193,108.48,+,1.78,1.20E-19,1.90E-15
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1528,49,27.6,+,1.78,1.38E-04,7.85E-03
neurogenesis (GO:0022008),1391,44,25.13,+,1.75,3.79E-04,1.87E-02
protein localization (GO:0008104),2063,65,37.26,+,1.74,1.24E-05,1.05E-03
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1941,61,35.06,+,1.74,2.51E-05,1.86E-03
positive regulation of cellular metabolic process (GO:0031325),3314,104,59.86,+,1.74,1.04E-08,2.41E-06
positive regulation of macromolecule biosynthetic process (GO:0010557),1863,58,33.65,+,1.72,5.73E-05,3.82E-03
cellular component organization (GO:0016043),5783,180,104.46,+,1.72,2.49E-16,6.57E-13
positive regulation of nitrogen compound metabolic process (GO:0051173),3123,97,56.41,+,1.72,8.47E-08,1.52E-05
cellular catabolic process (GO:0044248),1812,56,32.73,+,1.71,9.99E-05,5.91E-03
macromolecule localization (GO:0033036),2496,77,45.08,+,1.71,3.17E-06,3.25E-04
positive regulation of nucleic acid-templated transcription (GO:1903508),1628,50,29.41,+,1.7,3.17E-04,1.63E-02
"positive regulation of transcription, DNA-templated (GO:0045893)",1628,50,29.41,+,1.7,3.17E-04,1.63E-02
positive regulation of RNA biosynthetic process (GO:1902680),1629,50,29.42,+,1.7,3.19E-04,1.63E-02
cellular macromolecule metabolic process (GO:0044260),4909,150,88.67,+,1.69,3.87E-12,2.55E-09
negative regulation of cellular process (GO:0048523),4902,147,88.54,+,1.66,3.39E-11,1.58E-08
positive regulation of cellular biosynthetic process (GO:0031328),1969,59,35.57,+,1.66,1.77E-04,9.76E-03
positive regulation of metabolic process (GO:0009893),3820,114,69,+,1.65,2.85E-08,6.00E-06
positive regulation of macromolecule metabolic process (GO:0010604),3522,105,63.62,+,1.65,1.62E-07,2.49E-05
negative regulation of biological process (GO:0048519),5501,163,99.36,+,1.64,2.04E-12,1.54E-09
macromolecule metabolic process (GO:0043170),6151,182,111.1,+,1.64,2.51E-14,3.06E-11
positive regulation of biosynthetic process (GO:0009891),2004,59,36.2,+,1.63,2.83E-04,1.48E-02
regulation of signal transduction (GO:0009966),3128,92,56.5,+,1.63,2.01E-06,2.34E-04
organic substance transport (GO:0071702),2079,61,37.55,+,1.62,1.86E-04,1.02E-02
regulation of macromolecule metabolic process (GO:0060255),6340,186,114.52,+,1.62,2.51E-14,3.31E-11
regulation of cellular macromolecule biosynthetic process (GO:2000112),3968,116,71.67,+,1.62,6.61E-08,1.24E-05
regulation of macromolecule biosynthetic process (GO:0010556),3999,116,72.23,+,1.61,1.05E-07,1.77E-05
positive regulation of cellular process (GO:0048522),5741,166,103.7,+,1.6,9.15E-12,4.82E-09
regulation of signaling (GO:0023051),3545,102,64.03,+,1.59,1.15E-06,1.41E-04
regulation of cellular metabolic process (GO:0031323),6138,176,110.87,+,1.59,2.86E-12,2.05E-09
regulation of gene expression (GO:0010468),4922,141,88.9,+,1.59,3.10E-09,8.60E-07
regulation of biosynthetic process (GO:0009889),4226,121,76.33,+,1.59,9.37E-08,1.65E-05
regulation of cellular biosynthetic process (GO:0031326),4163,119,75.19,+,1.58,1.18E-07,1.95E-05
regulation of nitrogen compound metabolic process (GO:0051171),5740,163,103.68,+,1.57,9.96E-11,3.94E-08
regulation of localization (GO:0032879),2753,78,49.73,+,1.57,6.19E-05,4.08E-03
regulation of cell communication (GO:0010646),3509,99,63.38,+,1.56,4.23E-06,4.23E-04
regulation of metabolic process (GO:0019222),6874,193,124.16,+,1.55,4.90E-13,4.30E-10
regulation of primary metabolic process (GO:0080090),5925,166,107.02,+,1.55,1.52E-10,5.47E-08
positive regulation of biological process (GO:0048518),6331,177,114.35,+,1.55,2.26E-11,1.08E-08
nervous system development (GO:0007399),2218,62,40.06,+,1.55,7.17E-04,3.22E-02
cellular protein metabolic process (GO:0044267),3590,98,64.84,+,1.51,2.47E-05,1.84E-03
cellular biosynthetic process (GO:0044249),2715,74,49.04,+,1.51,3.66E-04,1.82E-02
regulation of RNA metabolic process (GO:0051252),3782,103,68.31,+,1.51,1.45E-05,1.20E-03
regulation of nucleobase-containing compound metabolic process (GO:0019219),4049,110,73.14,+,1.5,7.13E-06,6.59E-04
organic substance biosynthetic process (GO:1901576),2803,75,50.63,+,1.48,5.84E-04,2.71E-02
nitrogen compound metabolic process (GO:0006807),6886,183,124.38,+,1.47,5.85E-10,1.85E-07
response to stress (GO:0006950),3626,96,65.5,+,1.47,8.87E-05,5.42E-03
biosynthetic process (GO:0009058),2865,75,51.75,+,1.45,1.13E-03,4.61E-02
cellular developmental process (GO:0048869),3634,95,65.64,+,1.45,1.58E-04,8.91E-03
establishment of localization (GO:0051234),4631,121,83.65,+,1.45,1.10E-05,9.68E-04
cellular metabolic process (GO:0044237),7542,197,136.23,+,1.45,2.30E-10,7.91E-08
regulation of response to stimulus (GO:0048583),4306,111,77.78,+,1.43,6.42E-05,4.18E-03
cell differentiation (GO:0030154),3575,92,64.57,+,1.42,4.19E-04,2.04E-02
primary metabolic process (GO:0044238),7352,188,132.8,+,1.42,8.11E-09,1.91E-06
protein metabolic process (GO:0019538),4203,107,75.92,+,1.41,1.62E-04,9.07E-03
cellular response to stimulus (GO:0051716),6807,172,122.95,+,1.4,2.05E-07,3.12E-05
organic substance metabolic process (GO:0071704),7840,195,141.61,+,1.38,3.30E-08,6.77E-06
localization (GO:0051179),5831,145,105.32,+,1.38,1.26E-05,1.07E-03
transport (GO:0006810),4476,110,80.85,+,1.36,4.79E-04,2.28E-02
system development (GO:0048731),4330,106,78.21,+,1.36,8.32E-04,3.60E-02
metabolic process (GO:0008152),8313,203,150.15,+,1.35,4.69E-08,9.15E-06
developmental process (GO:0032502),5797,140,104.71,+,1.34,9.46E-05,5.69E-03
signal transduction (GO:0007165),5227,125,94.41,+,1.32,4.83E-04,2.28E-02
regulation of biological process (GO:0050789),11898,279,214.91,+,1.3,7.39E-12,4.32E-09
regulation of cellular process (GO:0050794),11351,263,205.03,+,1.28,1.11E-09,3.31E-07
biological regulation (GO:0065007),12568,288,227.01,+,1.27,3.67E-11,1.66E-08
response to stimulus (GO:0050896),8540,195,154.25,+,1.26,2.62E-05,1.92E-03
cellular process (GO:0009987),15495,340,279.88,+,1.21,2.41E-15,4.24E-12
biological_process (GO:0008150),17851,357,322.44,+,1.11,3.80E-09,1.00E-06
lipid metabolic process (GO:0006629),1222,8,22.07,-,0.36,7.80E-04,3.44E-02
transmembrane transport (GO:0055085),1276,8,23.05,-,0.35,4.27E-04,2.07E-02
Unclassified (UNCLASSIFIED),2744,15,49.56,-,0.3,3.80E-09,9.86E-07
sensory perception (GO:0007600),979,5,17.68,-,0.28,7.19E-04,3.22E-02
detection of stimulus involved in sensory perception (GO:0050906),557,1,10.06,-,0.1,8.97E-04,3.81E-02
