GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (722),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
positive regulation of cell death (GO:0010942),627,41,21.98,+,1.87,2.81E-04,1.29E-02
regulation of protein phosphorylation (GO:0001932),1210,79,42.42,+,1.86,2.82E-07,3.50E-05
epithelial cell differentiation (GO:0030855),674,44,23.63,+,1.86,2.00E-04,9.55E-03
regulation of anatomical structure size (GO:0090066),506,33,17.74,+,1.86,1.03E-03,3.67E-02
cell development (GO:0048468),1615,105,56.62,+,1.85,3.39E-09,7.75E-07
brain development (GO:0007420),745,48,26.12,+,1.84,1.20E-04,6.22E-03
vesicle-mediated transport (GO:0016192),1958,126,68.64,+,1.84,1.10E-10,3.93E-08
regulation of phosphorylation (GO:0042325),1400,90,49.08,+,1.83,9.67E-08,1.40E-05
export from cell (GO:0140352),996,64,34.92,+,1.83,7.27E-06,5.88E-04
chemotaxis (GO:0006935),546,35,19.14,+,1.83,1.01E-03,3.64E-02
regulation of protein kinase activity (GO:0045859),797,51,27.94,+,1.83,8.85E-05,4.83E-03
establishment of localization in cell (GO:0051649),2365,151,82.91,+,1.82,1.10E-12,5.76E-10
response to cytokine (GO:0034097),1097,70,38.46,+,1.82,3.68E-06,3.40E-04
membrane organization (GO:0061024),956,61,33.51,+,1.82,1.63E-05,1.17E-03
taxis (GO:0042330),549,35,19.25,+,1.82,1.07E-03,3.78E-02
regulation of localization (GO:0032879),2734,174,95.85,+,1.82,1.36E-14,1.02E-11
cellular response to cytokine stimulus (GO:0071345),1007,64,35.3,+,1.81,1.18E-05,8.93E-04
head development (GO:0060322),788,50,27.62,+,1.81,1.22E-04,6.30E-03
regulation of transferase activity (GO:0051338),1025,65,35.93,+,1.81,9.54E-06,7.48E-04
chromatin organization (GO:0006325),697,44,24.43,+,1.8,3.79E-04,1.65E-02
positive regulation of transport (GO:0051050),936,59,32.81,+,1.8,3.06E-05,1.99E-03
hematopoietic or lymphoid organ development (GO:0048534),619,39,21.7,+,1.8,8.94E-04,3.26E-02
hemopoiesis (GO:0030097),572,36,20.05,+,1.8,1.28E-03,4.32E-02
positive regulation of cell differentiation (GO:0045597),827,52,28.99,+,1.79,1.18E-04,6.18E-03
positive regulation of developmental process (GO:0051094),1259,79,44.14,+,1.79,1.50E-06,1.50E-04
regulation of phosphate metabolic process (GO:0019220),1611,101,56.48,+,1.79,3.98E-08,6.54E-06
regulation of phosphorus metabolic process (GO:0051174),1611,101,56.48,+,1.79,3.98E-08,6.48E-06
negative regulation of catalytic activity (GO:0043086),814,51,28.54,+,1.79,1.55E-04,7.69E-03
cell cycle process (GO:0022402),1070,67,37.51,+,1.79,9.86E-06,7.66E-04
cell cycle (GO:0007049),1390,87,48.73,+,1.79,4.48E-07,5.08E-05
neuron differentiation (GO:0030182),1028,64,36.04,+,1.78,2.13E-05,1.45E-03
cell migration (GO:0016477),965,60,33.83,+,1.77,3.95E-05,2.46E-03
immune effector process (GO:0002252),1095,68,38.39,+,1.77,1.20E-05,9.05E-04
regulation of MAPK cascade (GO:0043408),694,43,24.33,+,1.77,5.58E-04,2.23E-02
cellular localization (GO:0051641),3003,186,105.28,+,1.77,1.60E-14,1.05E-11
regulation of cellular protein metabolic process (GO:0032268),2437,150,85.43,+,1.76,2.38E-11,1.04E-08
regulation of transport (GO:0051049),1758,108,61.63,+,1.75,2.97E-08,5.09E-06
regulation of programmed cell death (GO:0043067),1517,93,53.18,+,1.75,4.10E-07,4.76E-05
positive regulation of transferase activity (GO:0051347),687,42,24.08,+,1.74,7.91E-04,2.98E-02
movement of cell or subcellular component (GO:0006928),1591,97,55.78,+,1.74,2.44E-07,3.13E-05
intracellular signal transduction (GO:0035556),1575,96,55.21,+,1.74,3.08E-07,3.77E-05
regulation of apoptotic process (GO:0042981),1479,90,51.85,+,1.74,9.42E-07,9.97E-05
negative regulation of apoptotic process (GO:0043066),888,54,31.13,+,1.73,1.99E-04,9.58E-03
negative regulation of programmed cell death (GO:0043069),907,55,31.8,+,1.73,1.61E-04,7.88E-03
negative regulation of molecular function (GO:0044092),1171,71,41.05,+,1.73,1.56E-05,1.13E-03
regulation of developmental process (GO:0050793),2441,148,85.57,+,1.73,8.43E-11,3.16E-08
neurogenesis (GO:0022008),1369,83,47.99,+,1.73,2.62E-06,2.51E-04
mRNA metabolic process (GO:0016071),694,42,24.33,+,1.73,1.17E-03,4.05E-02
nervous system development (GO:0007399),2189,132,76.74,+,1.72,1.83E-09,4.59E-07
negative regulation of cellular metabolic process (GO:0031324),2580,155,90.45,+,1.71,5.04E-11,2.09E-08
negative regulation of nitrogen compound metabolic process (GO:0051172),2390,143,83.79,+,1.71,5.59E-10,1.63E-07
regulation of kinase activity (GO:0043549),908,54,31.83,+,1.7,3.33E-04,1.49E-02
chromosome organization (GO:0051276),1061,63,37.2,+,1.69,8.68E-05,4.84E-03
positive regulation of protein modification process (GO:0031401),1061,63,37.2,+,1.69,8.68E-05,4.82E-03
secretion (GO:0046903),1061,63,37.2,+,1.69,8.68E-05,4.80E-03
cell death (GO:0008219),1079,64,37.83,+,1.69,9.67E-05,5.19E-03
enzyme linked receptor protein signaling pathway (GO:0007167),726,43,25.45,+,1.69,1.49E-03,4.89E-02
localization of cell (GO:0051674),1103,65,38.67,+,1.68,8.23E-05,4.67E-03
cell motility (GO:0048870),1103,65,38.67,+,1.68,8.23E-05,4.65E-03
regulation of cell death (GO:0010941),1652,97,57.91,+,1.67,1.18E-06,1.23E-04
intracellular transport (GO:0046907),1499,88,52.55,+,1.67,4.65E-06,4.08E-04
cellular component assembly (GO:0022607),2438,143,85.47,+,1.67,1.70E-09,4.33E-07
circulatory system development (GO:0072359),853,50,29.9,+,1.67,6.58E-04,2.56E-02
regulation of protein metabolic process (GO:0051246),2595,152,90.97,+,1.67,5.23E-10,1.56E-07
locomotion (GO:0040011),1339,78,46.94,+,1.66,2.52E-05,1.68E-03
regulation of response to stress (GO:0080134),1546,90,54.2,+,1.66,4.57E-06,4.05E-04
negative regulation of gene expression (GO:0010629),964,56,33.79,+,1.66,3.62E-04,1.59E-02
negative regulation of macromolecule biosynthetic process (GO:0010558),1498,87,52.52,+,1.66,6.87E-06,5.64E-04
cellular component organization (GO:0016043),5775,335,202.45,+,1.65,9.90E-25,7.81E-21
phosphorylation (GO:0016310),1022,59,35.83,+,1.65,3.64E-04,1.59E-02
regulation of cell cycle (GO:0051726),1196,69,41.93,+,1.65,1.06E-04,5.63E-03
generation of neurons (GO:0048699),1249,72,43.79,+,1.64,7.63E-05,4.37E-03
anatomical structure morphogenesis (GO:0009653),2135,123,74.85,+,1.64,9.75E-08,1.40E-05
biological process involved in interspecies interaction between organisms (GO:0044419),2118,122,74.25,+,1.64,1.23E-07,1.74E-05
regulation of ion transport (GO:0043269),1337,77,46.87,+,1.64,3.56E-05,2.27E-03
central nervous system development (GO:0007417),991,57,34.74,+,1.64,4.25E-04,1.81E-02
negative regulation of biosynthetic process (GO:0009890),1588,91,55.67,+,1.63,8.19E-06,6.53E-04
response to endogenous stimulus (GO:0009719),1416,81,49.64,+,1.63,2.94E-05,1.92E-03
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1487,85,52.13,+,1.63,1.70E-05,1.21E-03
negative regulation of metabolic process (GO:0009892),3104,177,108.82,+,1.63,7.99E-11,3.07E-08
system development (GO:0048731),4279,244,150.01,+,1.63,1.88E-15,1.56E-12
cellular component organization or biogenesis (GO:0071840),5999,342,210.31,+,1.63,4.91E-24,2.58E-20
positive regulation of cellular protein metabolic process (GO:0032270),1456,83,51.04,+,1.63,2.68E-05,1.78E-03
protein localization (GO:0008104),2158,123,75.65,+,1.63,1.59E-07,2.18E-05
negative regulation of macromolecule metabolic process (GO:0010605),2861,163,100.3,+,1.63,6.59E-10,1.89E-07
cellular protein localization (GO:0034613),1639,93,57.46,+,1.62,8.20E-06,6.50E-04
cellular component biogenesis (GO:0044085),2701,153,94.69,+,1.62,4.12E-09,9.03E-07
negative regulation of cellular biosynthetic process (GO:0031327),1556,88,54.55,+,1.61,1.82E-05,1.28E-03
cellular macromolecule localization (GO:0070727),1645,93,57.67,+,1.61,1.14E-05,8.73E-04
programmed cell death (GO:0012501),1044,59,36.6,+,1.61,5.76E-04,2.29E-02
positive regulation of cellular process (GO:0048522),5656,319,198.28,+,1.61,4.47E-21,1.01E-17
negative regulation of cellular process (GO:0048523),4909,276,172.1,+,1.6,3.63E-17,4.09E-14
negative regulation of cell death (GO:0060548),998,56,34.99,+,1.6,8.51E-04,3.16E-02
negative regulation of signal transduction (GO:0009968),1276,71,44.73,+,1.59,2.32E-04,1.09E-02
positive regulation of multicellular organismal process (GO:0051240),1386,77,48.59,+,1.58,1.22E-04,6.31E-03
regulation of signal transduction (GO:0009966),3047,169,106.82,+,1.58,2.42E-09,5.78E-07
positive regulation of biological process (GO:0048518),6244,346,218.9,+,1.58,3.07E-22,8.07E-19
negative regulation of cell communication (GO:0010648),1373,76,48.13,+,1.58,1.54E-04,7.65E-03
positive regulation of protein metabolic process (GO:0051247),1538,85,53.92,+,1.58,5.80E-05,3.43E-03
negative regulation of RNA metabolic process (GO:0051253),1394,77,48.87,+,1.58,1.30E-04,6.65E-03
negative regulation of signaling (GO:0023057),1376,76,48.24,+,1.58,1.57E-04,7.76E-03
animal organ development (GO:0048513),3187,176,111.73,+,1.58,1.30E-09,3.41E-07
regulation of signaling (GO:0023051),3459,191,121.26,+,1.58,1.78E-10,6.24E-08
cellular response to organic substance (GO:0071310),2331,128,81.72,+,1.57,5.65E-07,6.19E-05
regulation of cell communication (GO:0010646),3424,188,120.04,+,1.57,4.06E-10,1.28E-07
phosphorus metabolic process (GO:0006793),1933,106,67.77,+,1.56,7.93E-06,6.35E-04
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1514,83,53.08,+,1.56,9.42E-05,5.09E-03
"negative regulation of transcription, DNA-templated (GO:0045892)",1288,70,45.15,+,1.55,4.55E-04,1.90E-02
negative regulation of nucleic acid-templated transcription (GO:1903507),1290,70,45.22,+,1.55,4.62E-04,1.92E-02
regulation of response to stimulus (GO:0048583),4240,230,148.64,+,1.55,4.07E-12,2.07E-09
positive regulation of macromolecule metabolic process (GO:0010604),3431,186,120.28,+,1.55,1.52E-09,3.93E-07
negative regulation of RNA biosynthetic process (GO:1902679),1292,70,45.29,+,1.55,4.70E-04,1.95E-02
cellular response to stress (GO:0033554),1755,95,61.53,+,1.54,3.83E-05,2.41E-03
anatomical structure development (GO:0048856),5266,285,184.61,+,1.54,1.18E-15,1.09E-12
macromolecule localization (GO:0033036),2550,138,89.4,+,1.54,4.47E-07,5.10E-05
response to organic substance (GO:0010033),2995,162,105,+,1.54,3.31E-08,5.61E-06
cellular developmental process (GO:0048869),3562,192,124.87,+,1.54,1.04E-09,2.78E-07
positive regulation of cellular metabolic process (GO:0031325),3238,174,113.51,+,1.53,1.11E-08,2.15E-06
phosphate-containing compound metabolic process (GO:0006796),1906,102,66.82,+,1.53,3.09E-05,2.01E-03
positive regulation of metabolic process (GO:0009893),3719,199,130.38,+,1.53,7.80E-10,2.12E-07
cell surface receptor signaling pathway (GO:0007166),2486,133,87.15,+,1.53,1.48E-06,1.49E-04
negative regulation of biological process (GO:0048519),5541,296,194.25,+,1.52,1.18E-15,1.03E-12
positive regulation of biosynthetic process (GO:0009891),1990,106,69.76,+,1.52,2.50E-05,1.69E-03
positive regulation of cellular biosynthetic process (GO:0031328),1956,104,68.57,+,1.52,3.75E-05,2.37E-03
multicellular organism development (GO:0007275),4877,259,170.97,+,1.51,5.24E-13,2.85E-10
response to oxygen-containing compound (GO:1901700),1584,84,55.53,+,1.51,2.34E-04,1.09E-02
cell differentiation (GO:0030154),3509,186,123.02,+,1.51,7.29E-09,1.49E-06
positive regulation of signaling (GO:0023056),1720,91,60.3,+,1.51,1.35E-04,6.78E-03
positive regulation of response to stimulus (GO:0048584),2278,120,79.86,+,1.5,1.11E-05,8.56E-04
regulation of biological quality (GO:0065008),4007,211,140.47,+,1.5,6.95E-10,1.96E-07
establishment of protein localization (GO:0045184),1558,82,54.62,+,1.5,3.62E-04,1.59E-02
positive regulation of cell communication (GO:0010647),1714,90,60.09,+,1.5,2.23E-04,1.06E-02
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1891,99,66.29,+,1.49,8.99E-05,4.89E-03
positive regulation of macromolecule biosynthetic process (GO:0010557),1853,97,64.96,+,1.49,1.30E-04,6.68E-03
positive regulation of nitrogen compound metabolic process (GO:0051173),3058,160,107.2,+,1.49,3.34E-07,4.02E-05
positive regulation of signal transduction (GO:0009967),1551,81,54.37,+,1.49,5.95E-04,2.34E-02
negative regulation of response to stimulus (GO:0048585),1804,94,63.24,+,1.49,1.85E-04,8.99E-03
regulation of cell population proliferation (GO:0042127),1640,85,57.49,+,1.48,4.89E-04,2.01E-02
developmental process (GO:0032502),5729,295,200.84,+,1.47,1.74E-13,1.05E-10
response to other organism (GO:0051707),1418,73,49.71,+,1.47,1.38E-03,4.57E-02
regulation of cell differentiation (GO:0045595),1576,81,55.25,+,1.47,8.47E-04,3.15E-02
amide transport (GO:0042886),1526,78,53.5,+,1.46,1.19E-03,4.10E-02
cellular response to chemical stimulus (GO:0070887),2898,147,101.6,+,1.45,6.48E-06,5.35E-04
regulation of cellular metabolic process (GO:0031323),6106,308,214.06,+,1.44,3.64E-13,2.05E-10
positive regulation of RNA metabolic process (GO:0051254),1718,86,60.23,+,1.43,1.33E-03,4.44E-02
regulation of immune system process (GO:0002682),1701,85,59.63,+,1.43,1.29E-03,4.33E-02
regulation of multicellular organismal process (GO:0051239),2647,132,92.8,+,1.42,4.84E-05,2.91E-03
response to external stimulus (GO:0009605),2508,125,87.92,+,1.42,8.60E-05,4.81E-03
immune system process (GO:0002376),2849,141,99.88,+,1.41,3.25E-05,2.09E-03
localization (GO:0051179),5807,287,203.58,+,1.41,6.58E-11,2.66E-08
regulation of nitrogen compound metabolic process (GO:0051171),5688,280,199.4,+,1.4,2.06E-10,7.06E-08
regulation of macromolecule metabolic process (GO:0060255),6301,310,220.89,+,1.4,8.30E-12,3.74E-09
response to stress (GO:0006950),3634,178,127.4,+,1.4,3.22E-06,3.00E-04
nucleobase-containing compound metabolic process (GO:0006139),2719,133,95.32,+,1.4,9.60E-05,5.17E-03
regulation of metabolic process (GO:0019222),6847,331,240.04,+,1.38,5.77E-12,2.68E-09
establishment of localization (GO:0051234),4653,224,163.12,+,1.37,3.19E-07,3.87E-05
regulation of primary metabolic process (GO:0080090),5892,283,206.56,+,1.37,2.06E-09,4.99E-07
regulation of nucleobase-containing compound metabolic process (GO:0019219),4007,191,140.47,+,1.36,7.20E-06,5.85E-04
regulation of macromolecule biosynthetic process (GO:0010556),3944,187,138.27,+,1.35,1.25E-05,9.28E-04
heterocycle metabolic process (GO:0046483),2904,137,101.81,+,1.35,4.18E-04,1.79E-02
transport (GO:0006810),4501,212,157.79,+,1.34,3.81E-06,3.47E-04
regulation of cellular macromolecule biosynthetic process (GO:2000112),3913,184,137.18,+,1.34,2.77E-05,1.83E-03
signal transduction (GO:0007165),5138,241,180.12,+,1.34,6.26E-07,6.81E-05
cell communication (GO:0007154),5572,260,195.34,+,1.33,2.53E-07,3.22E-05
regulation of gene expression (GO:0010468),4872,227,170.8,+,1.33,2.97E-06,2.78E-04
regulation of RNA metabolic process (GO:0051252),3738,174,131.04,+,1.33,8.77E-05,4.84E-03
cellular response to stimulus (GO:0051716),6770,315,237.34,+,1.33,3.83E-09,8.51E-07
cellular aromatic compound metabolic process (GO:0006725),2948,137,103.35,+,1.33,6.86E-04,2.64E-02
multicellular organismal process (GO:0032501),6909,321,242.21,+,1.33,2.80E-09,6.50E-07
regulation of biosynthetic process (GO:0009889),4189,194,146.85,+,1.32,3.59E-05,2.28E-03
signaling (GO:0023052),5485,254,192.29,+,1.32,6.92E-07,7.48E-05
regulation of cellular biosynthetic process (GO:0031326),4105,190,143.91,+,1.32,4.72E-05,2.86E-03
response to chemical (GO:0042221),4369,200,153.16,+,1.31,4.77E-05,2.88E-03
regulation of cellular process (GO:0050794),11302,515,396.21,+,1.3,5.16E-19,9.05E-16
cellular nitrogen compound metabolic process (GO:0034641),3407,153,119.44,+,1.28,1.36E-03,4.54E-02
regulation of biological process (GO:0050789),11856,528,415.64,+,1.27,1.77E-17,2.14E-14
response to stimulus (GO:0050896),8496,376,297.84,+,1.26,9.38E-09,1.85E-06
biological regulation (GO:0065007),12571,546,440.7,+,1.24,3.66E-16,3.85E-13
cellular macromolecule metabolic process (GO:0044260),4963,214,173.99,+,1.23,9.12E-04,3.30E-02
cellular metabolic process (GO:0044237),7570,317,265.38,+,1.19,1.19E-04,6.20E-03
nitrogen compound metabolic process (GO:0006807),6897,287,241.79,+,1.19,5.64E-04,2.25E-02
cellular process (GO:0009987),15487,629,542.93,+,1.16,7.30E-15,5.76E-12
biological_process (GO:0008150),17850,689,625.77,+,1.1,1.48E-14,1.06E-11
nervous system process (GO:0050877),1380,20,48.38,-,0.41,5.39E-06,4.59E-04
Unclassified (UNCLASSIFIED),2745,33,96.23,-,0.34,1.48E-14,1.01E-11
sensory perception (GO:0007600),973,9,34.11,-,0.26,7.40E-07,7.89E-05
detection of stimulus (GO:0051606),718,4,25.17,-,0.16,5.11E-07,5.68E-05
sensory perception of chemical stimulus (GO:0007606),542,3,19,-,0.16,1.82E-05,1.29E-03
glycoprotein metabolic process (GO:0009100),372,2,13.04,-,0.15,4.32E-04,1.83E-02
detection of chemical stimulus (GO:0009593),522,2,18.3,-,0.11,3.91E-06,3.54E-04
glycoprotein biosynthetic process (GO:0009101),300,1,10.52,-,0.1,5.99E-04,2.35E-02
sensory perception of smell (GO:0007608),468,1,16.41,-,0.06,3.31E-06,3.07E-04
detection of stimulus involved in sensory perception (GO:0050906),554,1,19.42,-,0.05,1.46E-07,2.03E-05
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,15.46,-, < 0.01,3.67E-07,4.35E-05
detection of chemical stimulus involved in sensory perception (GO:0050907),486,0,17.04,-, < 0.01,7.49E-08,1.11E-05
