GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (1362),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
epithelium migration (GO:0090132),91,17,6.02,+,2.82,3.44E-04,9.10E-03
transforming growth factor beta receptor signaling pathway (GO:0007179),102,19,6.75,+,2.82,1.64E-04,4.76E-03
ERBB signaling pathway (GO:0038127),70,13,4.63,+,2.81,1.73E-03,3.53E-02
regulation of lipid kinase activity (GO:0043550),70,13,4.63,+,2.81,1.73E-03,3.52E-02
maintenance of protein location (GO:0045185),97,18,6.41,+,2.81,2.51E-04,6.96E-03
positive regulation of cell migration (GO:0030335),518,96,34.26,+,2.8,3.96E-17,7.70E-15
phosphatidylinositol-mediated signaling (GO:0048015),81,15,5.36,+,2.8,8.13E-04,1.91E-02
regulation of cellular component size (GO:0032535),384,71,25.39,+,2.8,7.23E-13,8.51E-11
tissue migration (GO:0090130),98,18,6.48,+,2.78,2.80E-04,7.66E-03
stress-activated MAPK cascade (GO:0051403),109,20,7.21,+,2.77,1.33E-04,3.96E-03
dendrite development (GO:0016358),109,20,7.21,+,2.77,1.33E-04,3.95E-03
regulation of endocytosis (GO:0030100),208,38,13.76,+,2.76,1.82E-07,9.22E-06
response to transforming growth factor beta (GO:0071559),159,29,10.52,+,2.76,5.14E-06,2.05E-04
negative regulation of cellular amide metabolic process (GO:0034249),159,29,10.52,+,2.76,5.14E-06,2.04E-04
regulation of organelle organization (GO:0033043),1188,216,78.57,+,2.75,5.19E-37,5.46E-34
positive regulation of cellular component movement (GO:0051272),556,101,36.77,+,2.75,1.68E-17,3.49E-15
cell junction organization (GO:0034330),501,91,33.13,+,2.75,7.26E-16,1.22E-13
regulation of epithelial cell apoptotic process (GO:1904035),83,15,5.49,+,2.73,1.01E-03,2.30E-02
regulation of protein targeting (GO:1903533),83,15,5.49,+,2.73,1.01E-03,2.29E-02
positive regulation of cell motility (GO:2000147),543,98,35.91,+,2.73,1.10E-16,2.04E-14
positive regulation of protein localization to nucleus (GO:1900182),89,16,5.89,+,2.72,7.33E-04,1.75E-02
positive regulation of organelle organization (GO:0010638),590,106,39.02,+,2.72,6.01E-18,1.37E-15
positive regulation of cellular protein localization (GO:1903829),301,54,19.91,+,2.71,1.00E-09,7.01E-08
protein autophosphorylation (GO:0046777),184,33,12.17,+,2.71,2.49E-06,1.06E-04
positive regulation of hydrolase activity (GO:0051345),777,139,51.38,+,2.71,4.83E-23,1.69E-20
regulation of dendrite development (GO:0050773),101,18,6.68,+,2.69,3.86E-04,1.00E-02
regulation of receptor-mediated endocytosis (GO:0048259),107,19,7.08,+,2.69,2.80E-04,7.65E-03
positive regulation of locomotion (GO:0040017),558,99,36.9,+,2.68,1.50E-16,2.72E-14
platelet activation (GO:0030168),141,25,9.32,+,2.68,3.39E-05,1.15E-03
negative regulation of angiogenesis (GO:0016525),102,18,6.75,+,2.67,4.28E-04,1.10E-02
inositol lipid-mediated signaling (GO:0048017),85,15,5.62,+,2.67,1.25E-03,2.74E-02
response to hydrogen peroxide (GO:0042542),119,21,7.87,+,2.67,1.48E-04,4.34E-03
insulin receptor signaling pathway (GO:0008286),85,15,5.62,+,2.67,1.25E-03,2.73E-02
actin filament-based movement (GO:0030048),119,21,7.87,+,2.67,1.48E-04,4.34E-03
cytokinesis (GO:0000910),108,19,7.14,+,2.66,3.11E-04,8.35E-03
regulation of organ growth (GO:0046620),91,16,6.02,+,2.66,9.04E-04,2.08E-02
negative regulation of translation (GO:0017148),137,24,9.06,+,2.65,8.92E-05,2.77E-03
negative regulation of blood vessel morphogenesis (GO:2000181),103,18,6.81,+,2.64,4.74E-04,1.21E-02
protein localization to plasma membrane (GO:0072659),195,34,12.9,+,2.64,2.38E-06,1.02E-04
regulation of macroautophagy (GO:0016241),161,28,10.65,+,2.63,2.14E-05,7.46E-04
regulation of peptidyl-serine phosphorylation (GO:0033135),144,25,9.52,+,2.63,6.51E-05,2.07E-03
integrin-mediated signaling pathway (GO:0007229),98,17,6.48,+,2.62,7.25E-04,1.74E-02
regulation of protein localization to plasma membrane (GO:1903076),104,18,6.88,+,2.62,5.25E-04,1.31E-02
negative regulation of vasculature development (GO:1901343),104,18,6.88,+,2.62,5.25E-04,1.31E-02
cellular response to reactive oxygen species (GO:0034614),133,23,8.8,+,2.61,1.40E-04,4.13E-03
regulation of response to wounding (GO:1903034),162,28,10.71,+,2.61,2.27E-05,7.89E-04
regulation of telomere maintenance (GO:0032204),81,14,5.36,+,2.61,2.12E-03,4.17E-02
muscle cell development (GO:0055001),139,24,9.19,+,2.61,9.80E-05,3.00E-03
negative regulation of kinase activity (GO:0033673),261,45,17.26,+,2.61,6.50E-08,3.52E-06
negative regulation of cellular protein localization (GO:1903828),116,20,7.67,+,2.61,4.37E-04,1.12E-02
positive regulation of neuron projection development (GO:0010976),157,27,10.38,+,2.6,3.42E-05,1.16E-03
cellular response to transforming growth factor beta stimulus (GO:0071560),152,26,10.05,+,2.59,5.15E-05,1.66E-03
regulation of translational initiation (GO:0006446),82,14,5.42,+,2.58,2.35E-03,4.53E-02
regulation of muscle system process (GO:0090257),229,39,15.14,+,2.58,6.41E-07,3.00E-05
regulation of Notch signaling pathway (GO:0008593),106,18,7.01,+,2.57,9.88E-04,2.25E-02
negative regulation of phosphorylation (GO:0042326),395,67,26.12,+,2.56,7.49E-11,6.45E-09
negative regulation of transferase activity (GO:0051348),301,51,19.91,+,2.56,1.71E-08,1.02E-06
positive regulation of cellular catabolic process (GO:0031331),390,66,25.79,+,2.56,1.13E-10,9.24E-09
hemostasis (GO:0007599),302,51,19.97,+,2.55,1.83E-08,1.09E-06
organelle localization (GO:0051640),616,104,40.74,+,2.55,5.25E-16,9.01E-14
positive regulation of neuron death (GO:1901216),95,16,6.28,+,2.55,2.15E-03,4.22E-02
regulation of cell junction assembly (GO:1901888),196,33,12.96,+,2.55,5.79E-06,2.27E-04
regulation of calcium ion transport into cytosol (GO:0010522),101,17,6.68,+,2.55,1.49E-03,3.13E-02
negative regulation of protein kinase activity (GO:0006469),238,40,15.74,+,2.54,9.16E-07,4.20E-05
regulation of anatomical structure size (GO:0090066),506,85,33.46,+,2.54,3.19E-13,3.96E-11
blood coagulation (GO:0007596),298,50,19.71,+,2.54,2.95E-08,1.72E-06
cell-substrate adhesion (GO:0031589),185,31,12.23,+,2.53,1.21E-05,4.39E-04
coagulation (GO:0050817),300,50,19.84,+,2.52,3.42E-08,1.98E-06
negative regulation of cellular component organization (GO:0051129),718,119,47.48,+,2.51,1.07E-17,2.29E-15
memory (GO:0007613),115,19,7.61,+,2.5,8.00E-04,1.89E-02
histone acetylation (GO:0016573),109,18,7.21,+,2.5,1.14E-03,2.53E-02
regulation of cell migration (GO:0030334),885,146,58.53,+,2.49,2.76E-21,8.53E-19
regulation of cell motility (GO:2000145),947,156,62.63,+,2.49,8.89E-23,3.05E-20
post-Golgi vesicle-mediated transport (GO:0006892),134,22,8.86,+,2.48,3.03E-04,8.16E-03
plasma membrane bounded cell projection assembly (GO:0120031),469,77,31.02,+,2.48,1.47E-11,1.43E-09
positive regulation of cellular component organization (GO:0051130),1135,186,75.06,+,2.48,7.24E-27,3.69E-24
regulation of cellular component movement (GO:0051270),1026,168,67.85,+,2.48,2.93E-24,1.25E-21
plasma membrane organization (GO:0007009),98,16,6.48,+,2.47,2.45E-03,4.68E-02
negative regulation of protein phosphorylation (GO:0001933),351,57,23.21,+,2.46,8.98E-09,5.55E-07
internal protein amino acid acetylation (GO:0006475),117,19,7.74,+,2.46,9.03E-04,2.08E-02
regulation of anatomical structure morphogenesis (GO:0022603),955,155,63.16,+,2.45,4.76E-22,1.53E-19
wound healing (GO:0042060),444,72,29.36,+,2.45,1.07E-10,8.97E-09
establishment of organelle localization (GO:0051656),397,64,26.25,+,2.44,1.78E-09,1.24E-07
microtubule cytoskeleton organization (GO:0000226),566,91,37.43,+,2.43,4.41E-13,5.31E-11
intracellular signal transduction (GO:0035556),1575,253,104.16,+,2.43,1.12E-35,1.11E-32
regulation of protein localization to nucleus (GO:1900180),137,22,9.06,+,2.43,3.76E-04,9.79E-03
second-messenger-mediated signaling (GO:0019932),218,35,14.42,+,2.43,8.67E-06,3.26E-04
regulation of protein localization to cell periphery (GO:1904375),125,20,8.27,+,2.42,7.35E-04,1.76E-02
regulation of sequestering of calcium ion (GO:0051282),119,19,7.87,+,2.41,1.03E-03,2.31E-02
regulation of locomotion (GO:0040012),990,158,65.47,+,2.41,7.49E-22,2.36E-19
maintenance of location (GO:0051235),163,26,10.78,+,2.41,1.85E-04,5.31E-03
cell projection assembly (GO:0030031),485,77,32.07,+,2.4,5.93E-11,5.25E-09
regulation of plasma membrane bounded cell projection organization (GO:0120035),621,98,41.07,+,2.39,1.39E-13,1.88E-11
regulation of cellular protein localization (GO:1903827),564,89,37.3,+,2.39,2.36E-12,2.57E-10
vesicle-mediated transport in synapse (GO:0099003),127,20,8.4,+,2.38,8.48E-04,1.98E-02
muscle cell differentiation (GO:0042692),235,37,15.54,+,2.38,6.36E-06,2.44E-04
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),121,19,8,+,2.37,1.18E-03,2.62E-02
regulation of cell projection organization (GO:0031344),638,100,42.19,+,2.37,1.35E-13,1.84E-11
response to reactive oxygen species (GO:0000302),198,31,13.09,+,2.37,4.23E-05,1.40E-03
internal peptidyl-lysine acetylation (GO:0018393),115,18,7.61,+,2.37,1.66E-03,3.40E-02
glucose metabolic process (GO:0006006),115,18,7.61,+,2.37,1.66E-03,3.40E-02
plasma membrane bounded cell projection organization (GO:0120036),1166,182,77.11,+,2.36,3.39E-24,1.37E-21
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),519,81,34.32,+,2.36,4.22E-11,3.84E-09
cellular component morphogenesis (GO:0032989),604,94,39.94,+,2.35,1.17E-12,1.32E-10
cytoskeleton-dependent intracellular transport (GO:0030705),193,30,12.76,+,2.35,6.28E-05,2.00E-03
cytosolic transport (GO:0016482),148,23,9.79,+,2.35,5.89E-04,1.45E-02
cell morphogenesis involved in differentiation (GO:0000904),554,86,36.64,+,2.35,1.04E-11,1.03E-09
positive regulation of transporter activity (GO:0032411),116,18,7.67,+,2.35,1.78E-03,3.61E-02
endosomal transport (GO:0016197),233,36,15.41,+,2.34,1.67E-05,5.97E-04
negative regulation of protein catabolic process (GO:0042177),123,19,8.13,+,2.34,1.37E-03,2.93E-02
positive regulation of catabolic process (GO:0009896),460,71,30.42,+,2.33,8.57E-10,6.06E-08
cell projection organization (GO:0030030),1212,187,80.15,+,2.33,3.04E-24,1.26E-21
establishment of vesicle localization (GO:0051650),201,31,13.29,+,2.33,5.15E-05,1.67E-03
negative regulation of phosphate metabolic process (GO:0045936),513,79,33.93,+,2.33,1.12E-10,9.22E-09
neuron projection development (GO:0031175),683,105,45.17,+,2.32,8.58E-14,1.19E-11
negative regulation of phosphorus metabolic process (GO:0010563),514,79,33.99,+,2.32,1.19E-10,9.63E-09
positive regulation of binding (GO:0051099),176,27,11.64,+,2.32,1.81E-04,5.21E-03
cell morphogenesis (GO:0000902),711,109,47.02,+,2.32,4.31E-14,6.24E-12
protein acetylation (GO:0006473),137,21,9.06,+,2.32,1.23E-03,2.71E-02
regulation of cellular response to transforming growth factor beta stimulus (GO:1903844),124,19,8.2,+,2.32,1.47E-03,3.11E-02
positive regulation of cell development (GO:0010720),294,45,19.44,+,2.31,1.90E-06,8.14E-05
striated muscle cell differentiation (GO:0051146),190,29,12.57,+,2.31,1.06E-04,3.21E-03
peptidyl-lysine acetylation (GO:0018394),118,18,7.8,+,2.31,2.05E-03,4.05E-02
synaptic vesicle cycle (GO:0099504),118,18,7.8,+,2.31,2.05E-03,4.05E-02
regulation of muscle cell differentiation (GO:0051147),138,21,9.13,+,2.3,1.27E-03,2.78E-02
calcium-mediated signaling (GO:0019722),145,22,9.59,+,2.29,9.37E-04,2.14E-02
regulation of cellular component organization (GO:0051128),2360,358,156.07,+,2.29,2.54E-47,2.01E-43
vesicle localization (GO:0051648),211,32,13.95,+,2.29,7.05E-05,2.23E-03
cell part morphogenesis (GO:0032990),522,79,34.52,+,2.29,2.74E-10,2.06E-08
positive regulation of small molecule metabolic process (GO:0062013),139,21,9.19,+,2.28,1.32E-03,2.87E-02
regulation of autophagy (GO:0010506),331,50,21.89,+,2.28,5.06E-07,2.40E-05
regulation of smooth muscle cell proliferation (GO:0048660),133,20,8.8,+,2.27,1.87E-03,3.76E-02
cellular response to insulin stimulus (GO:0032869),173,26,11.44,+,2.27,3.02E-04,8.15E-03
ameboidal-type cell migration (GO:0001667),180,27,11.9,+,2.27,2.32E-04,6.51E-03
protein localization to cell periphery (GO:1990778),234,35,15.48,+,2.26,3.26E-05,1.12E-03
negative regulation of protein modification process (GO:0031400),549,82,36.31,+,2.26,2.47E-10,1.88E-08
positive regulation of lipid metabolic process (GO:0045834),154,23,10.18,+,2.26,7.70E-04,1.83E-02
regulation of cell size (GO:0008361),181,27,11.97,+,2.26,2.48E-04,6.89E-03
protein phosphorylation (GO:0006468),684,102,45.23,+,2.25,9.77E-13,1.13E-10
cell projection morphogenesis (GO:0048858),503,75,33.26,+,2.25,1.30E-09,9.08E-08
regulation of hydrolase activity (GO:0051336),1308,195,86.5,+,2.25,1.15E-23,4.41E-21
plasma membrane bounded cell projection morphogenesis (GO:0120039),499,74,33,+,2.24,2.00E-09,1.37E-07
negative regulation of cellular component movement (GO:0051271),290,43,19.18,+,2.24,5.21E-06,2.06E-04
regulation of angiogenesis (GO:0045765),277,41,18.32,+,2.24,9.56E-06,3.58E-04
learning (GO:0007612),142,21,9.39,+,2.24,1.51E-03,3.17E-02
neuron projection morphogenesis (GO:0048812),495,73,32.74,+,2.23,3.08E-09,2.04E-07
negative regulation of intracellular signal transduction (GO:1902532),492,72,32.54,+,2.21,5.05E-09,3.20E-07
regulation of vasculature development (GO:1901342),281,41,18.58,+,2.21,1.17E-05,4.28E-04
regulation of protein localization to membrane (GO:1905475),199,29,13.16,+,2.2,2.47E-04,6.89E-03
regulation of protein binding (GO:0043393),199,29,13.16,+,2.2,2.47E-04,6.88E-03
negative regulation of cell motility (GO:2000146),282,41,18.65,+,2.2,1.24E-05,4.49E-04
enzyme linked receptor protein signaling pathway (GO:0007167),726,105,48.01,+,2.19,2.42E-12,2.62E-10
positive regulation of catalytic activity (GO:0043085),1415,204,93.58,+,2.18,2.83E-23,1.06E-20
regulation of G protein-coupled receptor signaling pathway (GO:0008277),146,21,9.66,+,2.17,1.86E-03,3.75E-02
activation of protein kinase activity (GO:0032147),327,47,21.63,+,2.17,3.90E-06,1.60E-04
response to wounding (GO:0009611),543,78,35.91,+,2.17,2.97E-09,1.97E-07
regulation of protein localization (GO:0032880),899,129,59.45,+,2.17,1.44E-14,2.20E-12
muscle structure development (GO:0061061),460,66,30.42,+,2.17,6.46E-08,3.52E-06
regulation of cell adhesion (GO:0030155),726,104,48.01,+,2.17,6.21E-12,6.32E-10
neuron development (GO:0048666),833,119,55.09,+,2.16,2.01E-13,2.60E-11
cell morphogenesis involved in neuron differentiation (GO:0048667),449,64,29.69,+,2.16,1.28E-07,6.61E-06
regulation of intracellular signal transduction (GO:1902531),1768,252,116.92,+,2.16,2.13E-28,1.20E-25
regulation of cellular localization (GO:0060341),836,119,55.29,+,2.15,2.26E-13,2.87E-11
regulation of binding (GO:0051098),366,52,24.2,+,2.15,1.68E-06,7.36E-05
muscle system process (GO:0003012),289,41,19.11,+,2.15,2.46E-05,8.46E-04
positive regulation of molecular function (GO:0044093),1766,250,116.79,+,2.14,9.78E-28,5.14E-25
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050),219,31,14.48,+,2.14,2.80E-04,7.64E-03
regulation of proteasomal protein catabolic process (GO:0061136),184,26,12.17,+,2.14,7.59E-04,1.81E-02
transport along microtubule (GO:0010970),156,22,10.32,+,2.13,2.46E-03,4.68E-02
muscle contraction (GO:0006936),243,34,16.07,+,2.12,1.36E-04,4.02E-03
regulation of neuron projection development (GO:0010975),438,61,28.97,+,2.11,4.20E-07,2.02E-05
cellular response to chemical stress (GO:0062197),288,40,19.05,+,2.1,4.20E-05,1.40E-03
negative regulation of cell migration (GO:0030336),267,37,17.66,+,2.1,9.61E-05,2.95E-03
axon development (GO:0061564),419,58,27.71,+,2.09,1.06E-06,4.80E-05
microtubule-based process (GO:0007017),803,111,53.1,+,2.09,8.25E-12,8.18E-10
positive regulation of protein kinase B signaling (GO:0051897),181,25,11.97,+,2.09,1.21E-03,2.68E-02
positive regulation of cell adhesion (GO:0045785),435,60,28.77,+,2.09,6.53E-07,3.05E-05
regulation of catalytic activity (GO:0050790),2516,347,166.39,+,2.09,1.61E-37,1.96E-34
mitotic prometaphase (GO:0000236),167,23,11.04,+,2.08,2.11E-03,4.15E-02
regulation of vesicle-mediated transport (GO:0060627),524,72,34.65,+,2.08,5.88E-08,3.24E-06
positive regulation of ion transmembrane transport (GO:0034767),233,32,15.41,+,2.08,2.83E-04,7.70E-03
positive regulation of transmembrane transport (GO:0034764),233,32,15.41,+,2.08,2.83E-04,7.69E-03
autophagy (GO:0006914),306,42,20.24,+,2.08,4.09E-05,1.37E-03
process utilizing autophagic mechanism (GO:0061919),306,42,20.24,+,2.08,4.09E-05,1.36E-03
regulation of cellular protein catabolic process (GO:1903362),255,35,16.86,+,2.08,1.83E-04,5.25E-03
regulation of cell development (GO:0060284),490,67,32.4,+,2.07,2.57E-07,1.28E-05
positive regulation of apoptotic process (GO:0043065),549,75,36.31,+,2.07,4.37E-08,2.49E-06
cell division (GO:0051301),492,67,32.54,+,2.06,2.69E-07,1.33E-05
regulation of body fluid levels (GO:0050878),494,67,32.67,+,2.05,2.85E-07,1.40E-05
protein acylation (GO:0043543),177,24,11.71,+,2.05,1.84E-03,3.72E-02
axonogenesis (GO:0007409),384,52,25.39,+,2.05,7.34E-06,2.80E-04
negative regulation of catalytic activity (GO:0043086),814,110,53.83,+,2.04,3.18E-11,2.92E-09
cellular response to peptide hormone stimulus (GO:0071375),274,37,18.12,+,2.04,1.30E-04,3.89E-03
response to insulin (GO:0032868),237,32,15.67,+,2.04,4.76E-04,1.21E-02
cilium assembly (GO:0060271),378,51,25,+,2.04,1.01E-05,3.74E-04
cellular response to oxidative stress (GO:0034599),245,33,16.2,+,2.04,3.69E-04,9.69E-03
regulation of cellular catabolic process (GO:0031329),855,115,56.54,+,2.03,1.40E-11,1.37E-09
organelle assembly (GO:0070925),781,105,51.65,+,2.03,1.36E-10,1.08E-08
positive regulation of intracellular protein transport (GO:0090316),186,25,12.3,+,2.03,2.16E-03,4.24E-02
cilium organization (GO:0044782),402,54,26.59,+,2.03,4.82E-06,1.95E-04
negative regulation of catabolic process (GO:0009895),313,42,20.7,+,2.03,5.41E-05,1.74E-03
spindle organization (GO:0007051),225,30,14.88,+,2.02,9.01E-04,2.08E-02
regulation of translation (GO:0006417),368,49,24.34,+,2.01,1.98E-05,6.98E-04
regulation of G2/M transition of mitotic cell cycle (GO:0010389),203,27,13.42,+,2.01,1.36E-03,2.94E-02
positive regulation of programmed cell death (GO:0043068),564,75,37.3,+,2.01,1.05E-07,5.48E-06
protein stabilization (GO:0050821),196,26,12.96,+,2.01,1.79E-03,3.64E-02
positive regulation of intracellular transport (GO:0032388),227,30,15.01,+,2,9.49E-04,2.16E-02
MAPK cascade (GO:0000165),409,54,27.05,+,2,8.76E-06,3.29E-04
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),197,26,13.03,+,2,1.87E-03,3.75E-02
cell-cell signaling by wnt (GO:0198738),349,46,23.08,+,1.99,4.93E-05,1.61E-03
Wnt signaling pathway (GO:0016055),349,46,23.08,+,1.99,4.93E-05,1.60E-03
Golgi vesicle transport (GO:0048193),396,52,26.19,+,1.99,1.58E-05,5.68E-04
negative regulation of cellular protein metabolic process (GO:0032269),984,129,65.07,+,1.98,4.54E-12,4.68E-10
regulation of protein kinase B signaling (GO:0051896),237,31,15.67,+,1.98,7.97E-04,1.88E-02
negative regulation of protein metabolic process (GO:0051248),1056,138,69.84,+,1.98,1.00E-12,1.15E-10
cell development (GO:0048468),1615,211,106.8,+,1.98,2.34E-19,6.25E-17
negative regulation of locomotion (GO:0040013),314,41,20.77,+,1.97,1.31E-04,3.90E-03
Fc receptor signaling pathway (GO:0038093),238,31,15.74,+,1.97,8.29E-04,1.94E-02
homeostasis of number of cells (GO:0048872),215,28,14.22,+,1.97,1.78E-03,3.61E-02
mitotic cell cycle phase transition (GO:0044772),285,37,18.85,+,1.96,2.73E-04,7.48E-03
synapse organization (GO:0050808),285,37,18.85,+,1.96,2.73E-04,7.47E-03
cell cycle phase transition (GO:0044770),293,38,19.38,+,1.96,3.04E-04,8.19E-03
regulation of cellular amide metabolic process (GO:0034248),432,56,28.57,+,1.96,9.65E-06,3.60E-04
regulation of catabolic process (GO:0009894),1021,132,67.52,+,1.95,6.74E-12,6.77E-10
positive regulation of cell death (GO:0010942),627,81,41.47,+,1.95,1.19E-07,6.15E-06
mitotic nuclear division (GO:0140014),209,27,13.82,+,1.95,2.43E-03,4.65E-02
myeloid cell differentiation (GO:0030099),225,29,14.88,+,1.95,1.48E-03,3.11E-02
muscle tissue development (GO:0060537),280,36,18.52,+,1.94,5.52E-04,1.36E-02
regulation of Wnt signaling pathway (GO:0030111),366,47,24.2,+,1.94,7.30E-05,2.30E-03
regulation of localization (GO:0032879),2734,351,180.81,+,1.94,3.09E-32,2.12E-29
regulation of intracellular protein transport (GO:0033157),258,33,17.06,+,1.93,8.20E-04,1.93E-02
positive regulation of growth (GO:0045927),258,33,17.06,+,1.93,8.20E-04,1.92E-02
regulation of cell cycle G2/M phase transition (GO:1902749),219,28,14.48,+,1.93,2.00E-03,3.98E-02
regulation of molecular function (GO:0065009),3178,405,210.17,+,1.93,2.23E-37,2.51E-34
regulation of intracellular transport (GO:0032386),361,46,23.87,+,1.93,1.01E-04,3.06E-03
positive regulation of protein kinase activity (GO:0045860),534,68,35.31,+,1.93,1.83E-06,7.89E-05
tissue homeostasis (GO:0001894),228,29,15.08,+,1.92,1.65E-03,3.40E-02
organelle organization (GO:0006996),3574,453,236.36,+,1.92,2.30E-42,6.05E-39
regulation of protein kinase activity (GO:0045859),797,101,52.71,+,1.92,4.91E-09,3.13E-07
regulation of protein serine/threonine kinase activity (GO:0071900),490,62,32.4,+,1.91,6.14E-06,2.38E-04
response to oxidative stress (GO:0006979),396,50,26.19,+,1.91,5.87E-05,1.88E-03
axon guidance (GO:0007411),278,35,18.38,+,1.9,8.11E-04,1.91E-02
regulation of kinase activity (GO:0043549),908,114,60.05,+,1.9,9.64E-10,6.79E-08
mitotic cell cycle process (GO:1903047),685,86,45.3,+,1.9,1.15E-07,5.95E-06
neuron projection guidance (GO:0097485),279,35,18.45,+,1.9,8.32E-04,1.94E-02
regulation of signal transduction (GO:0009966),3047,382,201.51,+,1.9,1.31E-33,1.03E-30
regulation of developmental process (GO:0050793),2441,306,161.43,+,1.9,5.26E-26,2.51E-23
cellular response to growth factor stimulus (GO:0071363),503,63,33.26,+,1.89,7.92E-06,2.99E-04
phosphorylation (GO:0016310),1022,128,67.59,+,1.89,9.10E-11,7.80E-09
positive regulation of establishment of protein localization (GO:1904951),345,43,22.82,+,1.88,2.56E-04,7.10E-03
positive regulation of protein transport (GO:0051222),329,41,21.76,+,1.88,2.96E-04,8.02E-03
negative regulation of signal transduction (GO:0009968),1276,159,84.39,+,1.88,3.75E-13,4.62E-11
neuron differentiation (GO:0030182),1028,128,67.98,+,1.88,1.07E-10,8.94E-09
generation of neurons (GO:0048699),1249,155,82.6,+,1.88,1.14E-12,1.30E-10
response to growth factor (GO:0070848),532,66,35.18,+,1.88,6.14E-06,2.38E-04
regulation of transferase activity (GO:0051338),1025,127,67.79,+,1.87,2.22E-10,1.70E-08
exocytosis (GO:0006887),785,97,51.91,+,1.87,3.13E-08,1.82E-06
neurogenesis (GO:0022008),1369,169,90.54,+,1.87,1.66E-13,2.18E-11
regulation of protein catabolic process (GO:0042176),397,49,26.25,+,1.87,9.58E-05,2.95E-03
positive regulation of cell differentiation (GO:0045597),827,102,54.69,+,1.87,1.89E-08,1.12E-06
growth (GO:0040007),357,44,23.61,+,1.86,2.26E-04,6.37E-03
regulation of protein phosphorylation (GO:0001932),1210,149,80.02,+,1.86,6.46E-12,6.53E-10
regulation of MAP kinase activity (GO:0043405),309,38,20.43,+,1.86,6.70E-04,1.61E-02
regulation of developmental growth (GO:0048638),318,39,21.03,+,1.85,5.50E-04,1.36E-02
negative regulation of cellular catabolic process (GO:0031330),253,31,16.73,+,1.85,2.61E-03,4.95E-02
response to peptide hormone (GO:0043434),400,49,26.45,+,1.85,1.45E-04,4.26E-03
negative regulation of cell communication (GO:0010648),1373,168,90.8,+,1.85,4.06E-13,4.97E-11
multicellular organismal homeostasis (GO:0048871),360,44,23.81,+,1.85,3.43E-04,9.07E-03
positive regulation of intracellular signal transduction (GO:1902533),1015,124,67.12,+,1.85,6.43E-10,4.63E-08
regulation of phosphorylation (GO:0042325),1400,171,92.59,+,1.85,2.05E-13,2.63E-11
negative regulation of signaling (GO:0023057),1376,168,91,+,1.85,4.28E-13,5.19E-11
regulation of establishment of protein localization (GO:0070201),592,72,39.15,+,1.84,3.83E-06,1.58E-04
vesicle-mediated transport (GO:0016192),1958,238,129.49,+,1.84,2.65E-18,6.33E-16
regulation of canonical Wnt signaling pathway (GO:0060828),288,35,19.05,+,1.84,1.50E-03,3.15E-02
developmental growth (GO:0048589),354,43,23.41,+,1.84,4.58E-04,1.17E-02
positive regulation of developmental process (GO:0051094),1259,152,83.26,+,1.83,1.53E-11,1.48E-09
regulation of growth (GO:0040008),657,79,43.45,+,1.82,1.75E-06,7.60E-05
regulation of chromosome organization (GO:0033044),283,34,18.72,+,1.82,2.04E-03,4.04E-02
positive regulation of kinase activity (GO:0033674),608,73,40.21,+,1.82,5.05E-06,2.02E-04
regulation of cell growth (GO:0001558),417,50,27.58,+,1.81,1.96E-04,5.61E-03
regulation of phosphate metabolic process (GO:0019220),1611,193,106.54,+,1.81,2.60E-14,3.87E-12
regulation of phosphorus metabolic process (GO:0051174),1611,193,106.54,+,1.81,2.60E-14,3.83E-12
negative regulation of molecular function (GO:0044092),1171,140,77.44,+,1.81,1.79E-10,1.40E-08
brain development (GO:0007420),745,89,49.27,+,1.81,5.11E-07,2.42E-05
regulation of signaling (GO:0023051),3459,413,228.75,+,1.81,1.99E-32,1.43E-29
regulation of neurogenesis (GO:0050767),352,42,23.28,+,1.8,6.56E-04,1.58E-02
regulation of cell communication (GO:0010646),3424,408,226.44,+,1.8,9.88E-32,6.23E-29
cognition (GO:0050890),294,35,19.44,+,1.8,1.74E-03,3.53E-02
cell cycle process (GO:0022402),1070,127,70.76,+,1.79,2.33E-09,1.59E-07
mitotic cell cycle (GO:0000278),761,90,50.33,+,1.79,6.61E-07,3.08E-05
regulation of protein transport (GO:0051223),567,67,37.5,+,1.79,1.80E-05,6.38E-04
regulation of cell cycle process (GO:0010564),772,91,51.05,+,1.78,7.75E-07,3.57E-05
tube morphogenesis (GO:0035239),645,76,42.66,+,1.78,6.29E-06,2.42E-04
cellular component assembly (GO:0022607),2438,287,161.23,+,1.78,1.38E-20,4.10E-18
regulation of mRNA metabolic process (GO:1903311),340,40,22.49,+,1.78,1.15E-03,2.55E-02
endocytosis (GO:0006897),562,66,37.17,+,1.78,3.30E-05,1.13E-03
positive regulation of protein phosphorylation (GO:0001934),828,97,54.76,+,1.77,4.20E-07,2.02E-05
positive regulation of protein serine/threonine kinase activity (GO:0071902),316,37,20.9,+,1.77,1.71E-03,3.50E-02
