GO biological process complete,Homo sapiens - REFLIST (20595),upload_1 (595),upload_1 (expected),upload_1 (over/under),upload_1 (fold Enrichment),upload_1 (raw P-value),upload_1 (FDR)
cell death (GO:0008219),1086,58,31.38,+,1.85,1.27E-05,1.09E-03
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),1540,82,44.49,+,1.84,1.80E-07,2.82E-05
protein modification by small protein conjugation or removal (GO:0070647),1035,55,29.9,+,1.84,2.79E-05,2.14E-03
cellular component biogenesis (GO:0044085),2754,146,79.56,+,1.83,7.18E-13,3.66E-10
macromolecule catabolic process (GO:0009057),1058,56,30.57,+,1.83,2.33E-05,1.88E-03
negative regulation of macromolecule biosynthetic process (GO:0010558),1551,82,44.81,+,1.83,2.92E-07,4.27E-05
cellular nitrogen compound metabolic process (GO:0034641),3395,179,98.08,+,1.82,7.73E-16,7.19E-13
negative regulation of cellular protein metabolic process (GO:0032269),1040,54,30.05,+,1.8,6.58E-05,4.48E-03
regulation of anatomical structure morphogenesis (GO:0022603),967,50,27.94,+,1.79,1.27E-04,7.97E-03
negative regulation of cellular biosynthetic process (GO:0031327),1610,83,46.51,+,1.78,7.00E-07,9.46E-05
nucleobase-containing compound biosynthetic process (GO:0034654),975,50,28.17,+,1.78,1.41E-04,8.60E-03
cellular component assembly (GO:0022607),2494,126,72.05,+,1.75,8.91E-10,2.51E-07
negative regulation of biosynthetic process (GO:0009890),1643,83,47.47,+,1.75,1.33E-06,1.61E-04
negative regulation of gene expression (GO:0010629),999,50,28.86,+,1.73,2.48E-04,1.35E-02
cellular macromolecule biosynthetic process (GO:0034645),1639,82,47.35,+,1.73,1.99E-06,2.28E-04
positive regulation of nucleobase-containing compound metabolic process (GO:0045935),1941,97,56.08,+,1.73,2.06E-07,3.16E-05
intracellular signal transduction (GO:0035556),1677,83,48.45,+,1.71,2.56E-06,2.85E-04
negative regulation of protein metabolic process (GO:0051248),1112,55,32.13,+,1.71,1.67E-04,9.85E-03
cellular component organization or biogenesis (GO:0071840),6006,296,173.52,+,1.71,3.77E-25,1.49E-21
negative regulation of programmed cell death (GO:0043069),914,45,26.41,+,1.7,8.63E-04,3.62E-02
negative regulation of apoptotic process (GO:0043066),895,44,25.86,+,1.7,1.10E-03,4.30E-02
gene expression (GO:0010467),2117,104,61.16,+,1.7,1.41E-07,2.27E-05
regulation of intracellular signal transduction (GO:1902531),1839,90,53.13,+,1.69,1.51E-06,1.81E-04
macromolecule biosynthetic process (GO:0009059),1680,82,48.54,+,1.69,5.30E-06,5.20E-04
positive regulation of RNA metabolic process (GO:0051254),1773,86,51.22,+,1.68,4.31E-06,4.42E-04
response to organonitrogen compound (GO:0010243),1014,49,29.29,+,1.67,7.71E-04,3.35E-02
regulation of response to stress (GO:0080134),1562,75,45.13,+,1.66,2.35E-05,1.89E-03
cellular component organization (GO:0016043),5783,277,167.07,+,1.66,6.59E-21,1.04E-17
negative regulation of cellular metabolic process (GO:0031324),2613,125,75.49,+,1.66,2.65E-08,5.10E-06
negative regulation of nucleobase-containing compound metabolic process (GO:0045934),1528,73,44.14,+,1.65,3.82E-05,2.77E-03
cellular response to endogenous stimulus (GO:0071495),1152,55,33.28,+,1.65,4.24E-04,2.08E-02
heterocycle biosynthetic process (GO:0018130),1049,50,30.31,+,1.65,9.37E-04,3.82E-02
response to abiotic stimulus (GO:0009628),1175,56,33.95,+,1.65,3.52E-04,1.83E-02
negative regulation of cell death (GO:0060548),1008,48,29.12,+,1.65,1.07E-03,4.22E-02
response to nitrogen compound (GO:1901698),1101,52,31.81,+,1.63,8.81E-04,3.67E-02
aromatic compound biosynthetic process (GO:0019438),1060,50,30.62,+,1.63,1.01E-03,4.03E-02
cellular macromolecule metabolic process (GO:0044260),4909,231,141.82,+,1.63,1.34E-15,1.11E-12
negative regulation of RNA metabolic process (GO:0051253),1408,66,40.68,+,1.62,1.58E-04,9.53E-03
negative regulation of macromolecule metabolic process (GO:0010605),2880,134,83.2,+,1.61,3.45E-08,6.48E-06
"negative regulation of transcription, DNA-templated (GO:0045892)",1297,60,37.47,+,1.6,4.66E-04,2.27E-02
cellular protein localization (GO:0034613),1470,68,42.47,+,1.6,2.06E-04,1.16E-02
positive regulation of gene expression (GO:0010628),1169,54,33.77,+,1.6,9.28E-04,3.85E-02
negative regulation of nucleic acid-templated transcription (GO:1903507),1299,60,37.53,+,1.6,4.75E-04,2.31E-02
negative regulation of RNA biosynthetic process (GO:1902679),1301,60,37.59,+,1.6,4.83E-04,2.34E-02
negative regulation of nitrogen compound metabolic process (GO:0051172),2453,113,70.87,+,1.59,1.07E-06,1.35E-04
cellular macromolecule localization (GO:0070727),1480,68,42.76,+,1.59,2.22E-04,1.24E-02
positive regulation of cellular metabolic process (GO:0031325),3314,152,95.74,+,1.59,7.57E-09,1.68E-06
protein-containing complex assembly (GO:0065003),1358,62,39.23,+,1.58,5.99E-04,2.75E-02
positive regulation of macromolecule biosynthetic process (GO:0010557),1863,85,53.82,+,1.58,4.99E-05,3.47E-03
protein localization (GO:0008104),2063,94,59.6,+,1.58,1.77E-05,1.47E-03
negative regulation of metabolic process (GO:0009892),3095,141,89.42,+,1.58,4.53E-08,8.23E-06
positive regulation of nitrogen compound metabolic process (GO:0051173),3123,141,90.23,+,1.56,9.51E-08,1.58E-05
negative regulation of cellular process (GO:0048523),4902,221,141.62,+,1.56,8.66E-13,4.15E-10
regulation of programmed cell death (GO:0043067),1532,69,44.26,+,1.56,3.71E-04,1.91E-02
regulation of apoptotic process (GO:0042981),1493,67,43.13,+,1.55,5.72E-04,2.67E-02
macromolecule metabolic process (GO:0043170),6151,276,177.71,+,1.55,8.81E-17,9.28E-14
regulation of cellular protein metabolic process (GO:0032268),2501,112,72.26,+,1.55,4.61E-06,4.68E-04
positive regulation of cellular biosynthetic process (GO:0031328),1969,88,56.89,+,1.55,5.83E-05,4.01E-03
regulation of protein metabolic process (GO:0051246),2665,119,76.99,+,1.55,1.93E-06,2.27E-04
positive regulation of macromolecule metabolic process (GO:0010604),3522,157,101.75,+,1.54,2.40E-08,4.74E-06
positive regulation of biosynthetic process (GO:0009891),2004,89,57.9,+,1.54,6.63E-05,4.50E-03
regulation of phosphate metabolic process (GO:0019220),1578,70,45.59,+,1.54,5.91E-04,2.73E-02
regulation of phosphorus metabolic process (GO:0051174),1578,70,45.59,+,1.54,5.91E-04,2.72E-02
macromolecule localization (GO:0033036),2496,110,72.11,+,1.53,1.12E-05,9.65E-04
cellular localization (GO:0051641),2985,131,86.24,+,1.52,1.30E-06,1.60E-04
regulation of cell death (GO:0010941),1668,73,48.19,+,1.51,6.13E-04,2.81E-02
cell development (GO:0048468),1646,72,47.55,+,1.51,5.82E-04,2.71E-02
positive regulation of cellular process (GO:0048522),5741,251,165.86,+,1.51,1.91E-13,1.16E-10
intracellular transport (GO:0046907),1464,64,42.3,+,1.51,1.25E-03,4.72E-02
regulation of nucleobase-containing compound metabolic process (GO:0019219),4049,176,116.98,+,1.5,1.18E-08,2.56E-06
positive regulation of metabolic process (GO:0009893),3820,166,110.36,+,1.5,4.75E-08,8.54E-06
cellular protein modification process (GO:0006464),2985,129,86.24,+,1.5,4.12E-06,4.37E-04
protein modification process (GO:0036211),2985,129,86.24,+,1.5,4.12E-06,4.34E-04
regulation of catalytic activity (GO:0050790),2433,105,70.29,+,1.49,3.91E-05,2.78E-03
cellular nitrogen compound biosynthetic process (GO:0044271),1553,67,44.87,+,1.49,1.30E-03,4.85E-02
response to stress (GO:0006950),3626,156,104.76,+,1.49,2.85E-07,4.21E-05
negative regulation of biological process (GO:0048519),5501,236,158.93,+,1.48,1.58E-11,6.11E-09
macromolecule modification (GO:0043412),3211,137,92.77,+,1.48,3.46E-06,3.72E-04
regulation of cellular macromolecule biosynthetic process (GO:2000112),3968,168,114.64,+,1.47,1.83E-07,2.84E-05
regulation of RNA metabolic process (GO:0051252),3782,159,109.26,+,1.46,7.85E-07,1.03E-04
regulation of macromolecule biosynthetic process (GO:0010556),3999,168,115.53,+,1.45,3.41E-07,4.94E-05
regulation of cellular metabolic process (GO:0031323),6138,257,177.33,+,1.45,1.09E-11,4.52E-09
regulation of developmental process (GO:0050793),2461,103,71.1,+,1.45,1.60E-04,9.56E-03
establishment of localization in cell (GO:0051649),2335,97,67.46,+,1.44,4.05E-04,2.01E-02
cellular protein metabolic process (GO:0044267),3590,149,103.72,+,1.44,4.23E-06,4.43E-04
regulation of macromolecule metabolic process (GO:0060255),6340,263,183.17,+,1.44,1.25E-11,5.07E-09
nitrogen compound metabolic process (GO:0006807),6886,285,198.94,+,1.43,7.58E-13,3.74E-10
cellular response to organic substance (GO:0071310),2344,97,67.72,+,1.43,4.15E-04,2.05E-02
regulation of molecular function (GO:0065009),3118,129,90.08,+,1.43,3.02E-05,2.29E-03
regulation of cellular biosynthetic process (GO:0031326),4163,172,120.27,+,1.43,6.69E-07,9.11E-05
regulation of primary metabolic process (GO:0080090),5925,244,171.18,+,1.43,3.79E-10,1.09E-07
regulation of nitrogen compound metabolic process (GO:0051171),5740,236,165.83,+,1.42,1.14E-09,3.17E-07
positive regulation of biological process (GO:0048518),6331,260,182.91,+,1.42,5.79E-11,1.91E-08
regulation of gene expression (GO:0010468),4922,202,142.2,+,1.42,6.04E-08,1.07E-05
regulation of biosynthetic process (GO:0009889),4226,173,122.09,+,1.42,1.02E-06,1.31E-04
regulation of localization (GO:0032879),2753,111,79.54,+,1.4,4.00E-04,2.00E-02
regulation of metabolic process (GO:0019222),6874,277,198.59,+,1.39,5.95E-11,1.92E-08
primary metabolic process (GO:0044238),7352,294,212.4,+,1.38,1.95E-11,7.34E-09
cellular metabolic process (GO:0044237),7542,300,217.89,+,1.38,1.42E-11,5.63E-09
regulation of signal transduction (GO:0009966),3128,123,90.37,+,1.36,4.19E-04,2.06E-02
regulation of response to stimulus (GO:0048583),4306,166,124.4,+,1.33,6.74E-05,4.55E-03
regulation of cell communication (GO:0010646),3509,133,101.38,+,1.31,1.12E-03,4.32E-02
organic substance metabolic process (GO:0071704),7840,297,226.5,+,1.31,8.70E-09,1.91E-06
cellular developmental process (GO:0048869),3634,137,104.99,+,1.3,1.08E-03,4.25E-02
protein metabolic process (GO:0019538),4203,158,121.43,+,1.3,3.78E-04,1.91E-02
metabolic process (GO:0008152),8313,308,240.17,+,1.28,3.36E-08,6.39E-06
regulation of cellular process (GO:0050794),11351,419,327.94,+,1.28,6.19E-14,3.92E-11
cellular response to stimulus (GO:0051716),6807,251,196.66,+,1.28,5.19E-06,5.16E-04
developmental process (GO:0032502),5797,213,167.48,+,1.27,7.00E-05,4.61E-03
regulation of biological process (GO:0050789),11898,431,343.74,+,1.25,2.91E-13,1.64E-10
localization (GO:0051179),5831,205,168.46,+,1.22,1.25E-03,4.73E-02
biological regulation (GO:0065007),12568,441,363.1,+,1.21,3.74E-11,1.31E-08
response to stimulus (GO:0050896),8540,289,246.72,+,1.17,6.24E-04,2.84E-02
cellular process (GO:0009987),15495,521,447.66,+,1.16,2.34E-13,1.37E-10
biological_process (GO:0008150),17851,562,515.72,+,1.09,1.57E-09,4.14E-07
nervous system process (GO:0050877),1416,20,40.91,-,0.49,3.48E-04,1.82E-02
transmembrane transport (GO:0055085),1276,17,36.86,-,0.46,3.38E-04,1.78E-02
ion transport (GO:0006811),1200,15,34.67,-,0.43,2.24E-04,1.25E-02
Unclassified (UNCLASSIFIED),2744,33,79.28,-,0.42,1.57E-09,4.07E-07
ion transmembrane transport (GO:0034220),870,10,25.13,-,0.4,1.11E-03,4.33E-02
ion homeostasis (GO:0050801),773,8,22.33,-,0.36,8.42E-04,3.58E-02
cation homeostasis (GO:0055080),710,7,20.51,-,0.34,1.13E-03,4.38E-02
cation transport (GO:0006812),824,8,23.81,-,0.34,3.52E-04,1.84E-02
inorganic ion homeostasis (GO:0098771),724,7,20.92,-,0.33,8.38E-04,3.57E-02
cellular ion homeostasis (GO:0006873),659,6,19.04,-,0.32,1.11E-03,4.32E-02
G protein-coupled receptor signaling pathway (GO:0007186),1305,11,37.7,-,0.29,4.22E-07,6.02E-05
sensory perception (GO:0007600),979,7,28.28,-,0.25,3.96E-06,4.23E-04
glycoprotein metabolic process (GO:0009100),372,1,10.75,-,0.09,6.54E-04,2.94E-02
detection of chemical stimulus involved in sensory perception of smell (GO:0050911),441,0,12.74,-, < 0.01,6.14E-06,5.85E-04
detection of chemical stimulus involved in sensory perception (GO:0050907),486,0,14.04,-, < 0.01,1.97E-06,2.31E-04
detection of stimulus involved in sensory perception (GO:0050906),557,0,16.09,-, < 0.01,1.68E-07,2.68E-05
detection of chemical stimulus (GO:0009593),522,0,15.08,-, < 0.01,5.67E-07,7.87E-05
sensory perception of smell (GO:0007608),468,0,13.52,-, < 0.01,2.78E-06,3.07E-04
sensory perception of chemical stimulus (GO:0007606),543,0,15.69,-, < 0.01,2.50E-07,3.76E-05
